 	avete	fatto	già	le	verdure	</S>
i	0.670969	0.229252	0.0122721	0.01748195	0.02145665	0.04856825
k	0.41683	0.310101	0.117885866667	0.0255153166667	0.0427105833333	0.0869571833333
à	0.214596333333	0.445446	0.179527422222	0.0289829055556	0.0462774411111	0.0851699277778
m	0.125103944444	0.408029733333	0.181646607407	0.0381693018519	0.0703701603704	0.176680175926
a	0.062749948148	0.212621311111	0.368470535802	0.0540009006173	0.0881011201235	0.214056125309
t	0.0465349160493	0.15665067037	0.470276511934	0.0709155002058	0.0744546067078	0.181167775103
o	0.0432307053498	0.113101190123	0.350353503978	0.182685500069	0.0869160022359	0.223712925034
g	0.0269773517833	0.0716508833743	0.200488534659	0.291057500023	0.231229634079	0.178596208345
i	0.0203359339278	0.0421652144581	0.109825611553	0.285464833341	0.27986941136	0.262339302782
à	0.0209611446426	0.0364280381527	0.0748498705177	0.249199611114	0.297381670453	0.321179767594
t	0.0125418582142	0.0207922893842	0.0446099568392	0.196114870371	0.507219556818	0.218721589198
a	0.0104357960714	0.0167981064614	0.0310662522797	0.12621665679	0.508267852273	0.307215529733
l	0.0090571820238	0.0149328954871	0.0303303507599	0.107116252263	0.531972284091	0.306591076578
à	0.0072938106746	0.0111176251624	0.0279794502533	0.106129484088	0.631065761364	0.216413925526
c	0.0084162435582	0.0152846750541	0.0353087834178	0.104913894696	0.637792920455	0.198283275175
h	0.0134788545194	0.025575525018	0.0509796278059	0.119129298232	0.609162306818	0.181674058392
a	0.0179593848398	0.0262762416727	0.0464344759353	0.0981085994107	0.505763102273	0.305458019464
n	0.0139771182799	0.0155426238909	0.0272088919784	0.0845378998036	0.516702367424	0.342031006488
a	0.01192646276	0.0117354179636	0.0235188973261	0.0809955666012	0.464527789141	0.407296002163
</S>	0.01245023138	0.0111535589818	0.025363148663	0.0717193833006	0.355017394571	0.524296501081
