 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.7058855	0.18286915	0.01317935	0.01856365	0.012668315	0.009725795	0.00886414	0.02846773	0.01977625
n	0.4828505	0.270246716667	0.0326069166667	0.0259197833333	0.0294714383333	0.0126766316667	0.01194048	0.0610291433333	0.0732586166667
è	0.313273833333	0.424416905556	0.0406384722222	0.0270143277778	0.0343865127778	0.00976054722223	0.0100964133333	0.0568284211111	0.0835850188889
n	0.273005944444	0.463581968519	0.0798008240741	0.0344294425926	0.0391782709259	0.00946781907408	0.0091972911111	0.040141747037	0.0511971196296
a	0.195951381481	0.346408656173	0.187650274691	0.0672381141975	0.066556323642	0.014665506358	0.014306597037	0.0469909823457	0.0602323398765
m	0.092106693827	0.216249952058	0.22803975823	0.131338371399	0.107139007881	0.045591468786	0.021847365679	0.0431023941152	0.114584779959
i	0.050028464609	0.103169717353	0.24874791941	0.219285457133	0.12798233596	0.0563288895953	0.023418121893	0.0422626980384	0.12877629332
l	0.0363372548697	0.069322272451	0.25229630647	0.244913152378	0.165665778653	0.0524150965318	0.032120740631	0.0465185993461	0.100410797773
ì	0.0215214516232	0.0488230574837	0.301028102157	0.261863717459	0.167829926218	0.0508018655106	0.0324515335437	0.0347862931154	0.0808940659243
s	0.0171987505411	0.0452438524946	0.329808700719	0.313054239153	0.147865975406	0.0477407551702	0.0242450311812	0.0202425577051	0.0546003219748
i	0.015757616847	0.0393481841649	0.241702233573	0.365243413051	0.197370658469	0.0506823183901	0.0236149437271	0.0168121525684	0.0494686739916
m	0.0125730122823	0.0285508613883	0.155439644524	0.309582471017	0.202570886156	0.103141139463	0.0499666145757	0.0319733841895	0.106202291331
b	0.0098952540941	0.0174694871294	0.0965921481747	0.224927490339	0.223073962052	0.147574046488	0.0825195381919	0.0551559280632	0.142792563777
r	0.0084163413647	0.0130585290431	0.0774869827249	0.22059349678	0.299214320684	0.151106015496	0.0874181127306	0.0539599760211	0.088746421259
ò	0.00682183712157	0.0103834363477	0.062675727575	0.21218983226	0.308128440228	0.187808005165	0.118432304244	0.0367027586737	0.056857973753
s	0.00682056904052	0.0103911054492	0.0702017758583	0.202208610753	0.299106480076	0.195589668388	0.121163834748	0.0336491862246	0.060869191251
t	0.00848475968017	0.0110563184831	0.0639434919528	0.172355870251	0.304582826692	0.191550556129	0.116830678249	0.0543726620749	0.0768229970837
i	0.00771283989339	0.00920436616103	0.0350391973176	0.137270290084	0.268924608897	0.193486185376	0.175733559416	0.090776354025	0.0818523990279
n	0.0059583232978	0.00732579205368	0.0288910991059	0.102139596695	0.188276236299	0.219796395125	0.220857853139	0.118066118008	0.108688399676
A	0.00465200776593	0.00733741401789	0.0314340663686	0.107038032232	0.146291778766	0.217435465042	0.21030228438	0.115337372669	0.160171466559
n	0.00412279925531	0.0075852213393	0.0337822887895	0.103376610744	0.134771292922	0.190805155014	0.19388276146	0.167176124223	0.164497488853
n	0.00610952975177	0.00817783377977	0.0353008962632	0.0719466369147	0.105268097641	0.208156385005	0.21337725382	0.199158374741	0.152505162951
a	0.00688539325059	0.00742701125992	0.0241952320877	0.0520620123049	0.0832274992137	0.173489428335	0.206082751273	0.23529479158	0.211336054317
à	0.0045927177502	0.00471931041997	0.0144636806959	0.0341288707683	0.0612874997379	0.103255176112	0.153112317091	0.38763226386	0.236808018106
t	0.00282518925007	0.00316704680666	0.013160230232	0.0344193902561	0.0655510665793	0.0910017920373	0.11868883903	0.498160087953	0.173026572702
s	0.00265599308336	0.00350123226889	0.0120570800773	0.038102596752	0.0709131555264	0.0872904640124	0.135808279677	0.478145695984	0.171525757567
e	0.00245370102779	0.0033799207563	0.00699951002577	0.0277824022507	0.0495540518421	0.0536503546708	0.119590893226	0.523104898661	0.213484252522
t	0.00144807400926	0.00178934791877	0.00398235667526	0.0142104940836	0.0270799172807	0.0317829515569	0.0710777310753	0.674088632887	0.174540584174
ù	0.00096829533642	0.00116275697292	0.00298641222509	0.0101552480279	0.0195544724269	0.025415450519	0.0504558770251	0.747025210962	0.142276361391
o	0.00162090877881	0.00147018565764	0.00400686407503	0.00948949267597	0.017481890809	0.0235209835063	0.039790625675	0.722063070321	0.180556120464
</S>	0.00230642438941	0.00181079782882	0.00526819203751	0.00972287133798	0.0178057454045	0.0265047917532	0.0409128128375	0.689965035161	0.205703560232
