 	sta	e	dorme	nel	letto	</S>
s	0.8182005	0.1097561	0.01351113	0.010591365	0.02571999	0.022221415
t	0.569500166667	0.228151366667	0.0546712766667	0.017520755	0.04896733	0.081189405
e	0.337991388889	0.355464455556	0.0834683922222	0.023414085	0.08249601	0.117165601667
c	0.22393812963	0.366137818519	0.192591097407	0.029233095	0.0962723033333	0.0918278005557
e	0.142757376543	0.392426939506	0.251004365802	0.029708865	0.0886912011111	0.0954114001852
p	0.0928409588477	0.348146979835	0.322673455267	0.0482902216667	0.091937567037	0.0961104333951
l	0.0572014196159	0.196543993278	0.474312485089	0.0860826738889	0.079556755679	0.106302111132
ò	0.044501639872	0.147897331093	0.55843949503	0.106234557963	0.045983151893	0.0969433703773
n	0.0339104799573	0.168399110364	0.562913498343	0.088258519321	0.031496650631	0.115021456792
n	0.0308572266524	0.155901936788	0.462462499448	0.140729173107	0.045674016877	0.164375152264
i	0.0254239088841	0.084721145596	0.332627166483	0.317897724369	0.0877915722923	0.151538717421
s	0.021469069628	0.043965548532	0.191211022161	0.398611241456	0.151260524097	0.193482572474
t	0.016770409876	0.0256826161773	0.106500907387	0.369286413819	0.205211841366	0.276547857491
o	0.0121637566253	0.0155520720591	0.060544069129	0.26966883794	0.346614613789	0.295456952497
g	0.00775592220843	0.0105827340197	0.048233423043	0.14892044598	0.544179204596	0.240328317499
r	0.00398311406948	0.0065800513399	0.037187707681	0.09149024866	0.645508068199	0.215250439166
à	0.00401455135649	0.00552597044663	0.023966869227	0.06355151622	0.683728022733	0.219212479722
t	0.00355450711883	0.00507759014888	0.0213597230757	0.06140463874	0.676568674244	0.232034493241
t	0.00358777237294	0.00466341338296	0.0202060410252	0.0611995462467	0.574827224748	0.33551583108
i	0.00655631412431	0.00711907779432	0.0227865470084	0.0555070820822	0.459433741583	0.448596943693
</S>	0.00856105706216	0.00893573889716	0.0235190735042	0.0469973910411	0.424343370791	0.487642971846
