 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.763377	0.04850395	0.03941605	0.0520175	0.03939395	0.0572919
c	0.495013533333	0.272965583333	0.0602880833333	0.051847	0.05081385	0.0690723
h	0.310043044444	0.451668194444	0.0836973277778	0.0391862	0.0614938166667	0.0539115333333
e	0.246492481481	0.517682064815	0.0884146425926	0.0376771333333	0.0620025722222	0.0477310111111
p	0.115805960494	0.481705688272	0.189498414198	0.0457406777778	0.0609480240741	0.106301137037
o	0.0535108868313	0.394352562757	0.297509804733	0.0505805592593	0.0616372746914	0.142409045679
l	0.0311873222771	0.344773187586	0.277394268244	0.121201553086	0.0948399915638	0.130604015226
e	0.0208285674257	0.236781729195	0.320585089415	0.159460584362	0.121612730521	0.140731338409
m	0.0174371991419	0.166860909732	0.297560029805	0.186481928121	0.187975643507	0.143684112803
ì	0.0145499430473	0.148258303244	0.282594009935	0.211056309374	0.206463314502	0.137078037601
s	0.0162463143491	0.158155134415	0.397478669978	0.170897769791	0.110544571501	0.1466776792
o	0.0144226714497	0.0963596781383	0.375695223326	0.22974058993	0.113606557167	0.170175559733
n	0.0107763871499	0.0571771593794	0.238610407775	0.30169086331	0.213962185722	0.177783186578
t	0.00819976571663	0.0358888864598	0.138276902592	0.353186954437	0.273456395241	0.190991395526
a	0.00729003190554	0.0233214288199	0.0893217675307	0.346867318146	0.28345946508	0.249740131842
ò	0.00593953063518	0.0194070096066	0.0649561225102	0.250115106049	0.354879155027	0.304703377281
l	0.00409723354506	0.0186761032022	0.0526111408367	0.180737368683	0.488185051676	0.255693459094
i	0.00606338451502	0.0198521010674	0.0422471802789	0.160459789561	0.456734350559	0.314642819698
t	0.00653046150501	0.0155086136891	0.030974060093	0.141684929854	0.43258878352	0.372712939899
i	0.00596894716834	0.012962984563	0.0242931533643	0.121903976618	0.452395594507	0.382475646633
n	0.00584804572278	0.014986961521	0.0299400177881	0.120682658873	0.467957864836	0.360584548878
a	0.00612810190759	0.014982820507	0.0313764059294	0.117704219624	0.516998288279	0.312810182959
d	0.00559541063586	0.014439540169	0.0297610686431	0.106175739875	0.559404096093	0.28462439432
d	0.00296112354529	0.014761446723	0.0311749562144	0.0961684799583	0.621949365364	0.23298513144
o	0.00388585118176	0.015660082241	0.0276893854048	0.117580059986	0.517694788455	0.317490377147
m	0.00412642706059	0.0137776274137	0.0276555284683	0.141648353329	0.500133596152	0.312658792382
à	0.00341852235353	0.0140554424712	0.0266837761561	0.11025535111	0.544311865384	0.301275264127
d	0.00412026078451	0.0139478308237	0.0202629253854	0.0728226170367	0.507354955128	0.381491754709
a	0.00756908692817	0.0117790269412	0.0156860084618	0.0562227390122	0.450327651709	0.458415584903
</S>	0.0106434934641	0.0118210634706	0.0142653042309	0.0521507695061	0.398560325855	0.512558792452
