 	ho	cosa	a	fare	</S>
è	0.668465	0.20923185	0.04344418	0.03206235	0.04679665
c	0.412672666667	0.429892616667	0.0674931266667	0.0334958833333	0.0564457166667
h	0.221303555556	0.594114872222	0.0937434755556	0.0347403277778	0.0560975722222
o	0.133688618519	0.645399624074	0.116002491852	0.0410181425926	0.0638909574074
t	0.0803599395063	0.502007208025	0.200868163951	0.0456235808642	0.171141185802
i	0.0482325465021	0.233658769342	0.41148005465	0.0760249936214	0.230603728601
k	0.0251762155007	0.104750623114	0.47917735155	0.211515331207	0.179380242867
à	0.0143393751669	0.0495918743713	0.342847117183	0.421425443736	0.171795747622
i	0.00924673838897	0.0261250581238	0.200168905728	0.587937481245	0.176521582541
</S>	0.00802698419449	0.0169636790619	0.133266752864	0.657248240622	0.18449429127
