 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.2534265	0.0829626	0.0783355	0.121013	0.2102545	0.2540085
c	0.345401833333	0.118941433333	0.0559191333333	0.0827546666667	0.1795243	0.2174589
h	0.572450611111	0.153209477778	0.0335814444444	0.0427387888889	0.0860092666667	0.112010533333
a	0.648783203704	0.168177159259	0.0281052814815	0.0286633962963	0.0549802222222	0.071291011111
n	0.633448067901	0.20348138642	0.0220633938272	0.0200332320988	0.0433817740741	0.077592337037
a	0.537739022634	0.255498795473	0.0216632312757	0.0174711773663	0.042523191358	0.125104779012
v	0.352919674211	0.244042265158	0.0951906437586	0.0494996257888	0.0554843304527	0.202863593004
o	0.212825891404	0.182345421719	0.148368214586	0.0724468752629	0.0675984101509	0.316415197668
r	0.131660163801	0.128265473906	0.178810404862	0.105041291754	0.096658836717	0.359564065889
à	0.0717945546003	0.0721893246353	0.279240801621	0.179592430585	0.099561312239	0.297622021963
s	0.0583437848668	0.0609676415451	0.339328267207	0.243120810195	0.0619272707463	0.236312340654
o	0.0537866282889	0.0551006471817	0.311773089069	0.325244603398	0.0670638902488	0.187031113551
t	0.0493273094296	0.0514282823939	0.28555702969	0.345030534466	0.0846157967496	0.18404103785
s	0.0820938031432	0.0877434274646	0.290325676563	0.305401178155	0.0757290655832	0.15870694595
o	0.0794473677144	0.0845298091549	0.205348058854	0.230071826052	0.246597321861	0.154005915317
m	0.0397763892381	0.0403615030516	0.142415852951	0.209626042017	0.386470773954	0.181349638439
ì	0.030020529746	0.0298855010172	0.125295284317	0.212052680672	0.379704591318	0.223041546146
k	0.0259541099153	0.0233018670057	0.071788561439	0.145791226891	0.443664863773	0.289499515382
u	0.0243871699718	0.0182288556686	0.0431927871463	0.096944242297	0.444521287924	0.372725838461
à	0.0198451233239	0.0152685185562	0.0396081957154	0.0679861474323	0.434096429308	0.42319561282
i	0.014476941108	0.0115486095187	0.0411866319051	0.0613074824774	0.448479143103	0.423001204273
m	0.0211715803693	0.0151927065062	0.0605929773017	0.0918820274925	0.441995047701	0.369165734758
è	0.0224739634564	0.0160276688354	0.0690902257672	0.114248909164	0.444890349234	0.333268911586
r	0.0132664011521	0.0101582496118	0.0445817752557	0.0782264030547	0.414042116411	0.439724970529
i	0.0108099770507	0.0086354798706	0.0324043250852	0.0510433343516	0.353071038804	0.544035656843
</S>	0.0104407885253	0.0085684449353	0.0289515625426	0.0444336671758	0.325840019402	0.581765328422
