 	è	che	è	entrato	da	qui	</S>
è	0.568557	0.24475545	0.0391588	0.03714485	0.0437574	0.04091217	0.0257145
n	0.366570333333	0.363643483333	0.0878005333333	0.0480339833333	0.0468911333333	0.0496347233333	0.0374259
a	0.223680011111	0.473995494444	0.131839177778	0.0520474611111	0.0289969111111	0.0431314077778	0.0463096
m	0.109203603704	0.369950331481	0.143381059259	0.176491387037	0.0421158703704	0.0425693692593	0.116288233333
b	0.063349834568	0.190871610494	0.28858868642	0.247576795679	0.0462793567901	0.0329353230864	0.130398011111
ì	0.0570752781893	0.178366203498	0.467272895473	0.193907931893	0.0295833855967	0.0182593943621	0.055534537037
k	0.0765421593964	0.157242067833	0.439174965158	0.209859643964	0.0376435951989	0.025700551454	0.053836645679
e	0.0683756197988	0.107780355944	0.346936655053	0.341761214655	0.0492739650663	0.030186083818	0.055686081893
a	0.0339998399329	0.058665618648	0.241871885018	0.527806404885	0.0797820216888	0.0203368279393	0.037537660631
p	0.020103133311	0.030204256216	0.115450961673	0.501267801628	0.173823340563	0.0817112093131	0.0774395202103
ò	0.0116653611037	0.0196446354053	0.057138753891	0.343717933876	0.282505780188	0.163924069771	0.12140384007
t	0.0079963303679	0.0152616551351	0.0309726846303	0.248813644625	0.283401593396	0.27251835659	0.141036280023
t	0.00677081345597	0.010348695045	0.0187242615434	0.179241548208	0.271645531132	0.343541452197	0.169728093341
u	0.00550123115199	0.007917665015	0.0115155571811	0.107348416069	0.218511210377	0.467783484066	0.18142269778
</S>	0.003847520576	0.0054449325075	0.00722893359055	0.0631950580345	0.131349155188	0.608710242033	0.18022434889
