 	il	dito	si	gonfiò	</S>
o	0.8400125	0.1159074	0.005582325	0.02093892	0.017558795
d	0.5624595	0.311817133333	0.0177744683333	0.04263904	0.0653099983333
à	0.280988166667	0.580336044444	0.0225355894444	0.0430527466667	0.0730875227778
t	0.162438222222	0.646918014815	0.0951806964815	0.0350686488889	0.0603943642593
t	0.0843532407407	0.512378004938	0.261824565494	0.0547588496296	0.0866853547531
i	0.0537686802469	0.336785001646	0.450777188498	0.0663672165432	0.092301618251
l	0.033428426749	0.182832767215	0.519194729499	0.0813512721811	0.18319247275
o	0.0210747089163	0.096118822405	0.467433909833	0.14921242406	0.26615982425
è	0.0157000696388	0.0599162408017	0.366268636611	0.330435474687	0.22767927475
p	0.0083217698796	0.0330249802672	0.211293412204	0.562855491562	0.184504424917
r	0.0055280032932	0.0197247600891	0.108772537401	0.654231830521	0.211743141639
i	0.0059184277644	0.0143242966964	0.0579187458003	0.694713610174	0.227125047213
m	0.00452514258813	0.0101175988988	0.0449017152668	0.713585870058	0.226869682404
m	0.00281941752938	0.00975298963293	0.0471130050889	0.681392956686	0.258921894135
è	0.00420664917646	0.0146816298776	0.038152768363	0.650655985562	0.292302964712
n	0.00652083305882	0.0171173432925	0.0382446227877	0.575347328521	0.362769654904
o	0.00803531435294	0.0138536144308	0.0368533075959	0.50528144284	0.435976551635
</S>	0.00914365717647	0.0124948572154	0.0325249037979	0.48166322142	0.464173775817
