 	il	morto	si	piange	</S>
o	0.9126385	0.0464611	0.005952645	0.006154155	0.02879354
a	0.736680166667	0.2062358	0.00786913833333	0.008085385	0.0411293466667
p	0.433320055556	0.4632246	0.0150925127778	0.0140128616667	0.0743498488889
e	0.301348018519	0.538090866667	0.0228715709259	0.0176485538889	0.120041282963
t	0.258271006173	0.558151622222	0.0236980569753	0.015419017963	0.144460760988
a	0.175120335391	0.621896207407	0.0220632523251	0.0133972759877	0.167523253663
m	0.131503911797	0.610766735802	0.0735281174417	0.0265429286626	0.157658417888
m	0.094677770599	0.659680578601	0.108526005814	0.0326299095542	0.104485505963
è	0.0922815901997	0.7589085262	0.0765579352713	0.0193860698514	0.052865535321
n	0.108441530067	0.647897508733	0.0909579450904	0.0388107566171	0.11389217844
o	0.122153510022	0.387037836244	0.165677648363	0.102735752206	0.222395392813
i	0.111307203341	0.211537945415	0.206838549454	0.178770584069	0.291545464271
k	0.0683110377803	0.118442648472	0.263252183151	0.26257019469	0.287423821424
l	0.0360992159268	0.0680079494907	0.265899727717	0.254062064897	0.375931273808
è	0.0307178719756	0.0441181498302	0.212505242572	0.253080021632	0.459579091269
e	0.0315526239919	0.0358500499434	0.180880080857	0.317712007211	0.43400569709
t	0.0266933013306	0.0261001666478	0.164833693619	0.37554666907	0.406826232363
e	0.0284207271102	0.0276095388826	0.154155531206	0.355422223023	0.434391744121
</S>	0.0396013635551	0.0380036194413	0.122274215603	0.286285611512	0.51383487206
