 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.783448	0.1228268	0.02436509	0.006811175	0.008247485	0.009222995	0.02437086	0.020707395
à	0.536639333333	0.3171316	0.0554670633333	0.0127973583333	0.009727585	0.0107564316667	0.0297071533333	0.0277731983333
b	0.270923011111	0.4628472	0.173275354444	0.0237995194444	0.00835691833333	0.00677629055557	0.0243071177778	0.0297143327778
b	0.135120703704	0.4469104	0.303323451481	0.0557453064815	0.00778546944444	0.00501187018519	0.0197737325926	0.0263290442593
e	0.082833934568	0.402839466667	0.380327150494	0.0834111021605	0.00900305314815	0.00712468339506	0.0152036708642	0.0192569814198
t	0.0570054115227	0.297746822222	0.417072383498	0.151647367387	0.018262517716	0.0136434611317	0.0213988569547	0.0232229604733
o	0.0472931038409	0.209548274074	0.430994461166	0.188547789129	0.029388472572	0.0174954870439	0.0286132856516	0.0481190534911
u	0.0441601012803	0.162683558025	0.404353820389	0.200737263043	0.044943357524	0.018971762348	0.0331340618839	0.0910163511637
k	0.0378045004268	0.109023386008	0.29985194013	0.306720754348	0.063003652508	0.0275154874493	0.0400669872946	0.116013117055
o	0.0321648668089	0.0873662286693	0.245346313377	0.350692584783	0.067151350836	0.0305416624831	0.0442514290982	0.142485039018
r	0.0301439889363	0.0672756428898	0.196564004459	0.390752194928	0.068439783612	0.0311758874944	0.0540791763661	0.161569013006
a	0.0256513963121	0.0544697476299	0.142541568153	0.433946398309	0.071483261204	0.0337446958315	0.058844892122	0.179318004335
s	0.022480732104	0.0468857158766	0.111973189384	0.433087799436	0.0889877537347	0.0442945986105	0.076806797374	0.175483334778
ì	0.0172640107013	0.0378270386255	0.088191763128	0.483368266479	0.108564251245	0.0494614328702	0.0795211991247	0.135802111593
u	0.0165148702338	0.0359547462085	0.075767954376	0.483566088826	0.175828417082	0.0499391776234	0.0498425997082	0.112586470531
è	0.0155201900779	0.0275945820695	0.0478071181253	0.417945029609	0.275682805694	0.0821856258745	0.0405569332361	0.092708290177
n	0.0107933766926	0.0199454606898	0.0414040727084	0.301035676536	0.280962268565	0.181805541958	0.0602993110787	0.103755130059
a	0.0101487388975	0.0170406535633	0.0369428242361	0.166644625512	0.271133089522	0.255584180653	0.0750561370262	0.167450376686
n	0.00918870629917	0.0144405778544	0.029248741412	0.101497441837	0.244764696507	0.297265060218	0.123492879009	0.180101792229
e	0.00752782876639	0.0116156859515	0.0243017471373	0.0680814139457	0.180951565502	0.300762686739	0.20698895967	0.19976959741
à	0.0066487095888	0.0092698286505	0.0144437290458	0.0408115713152	0.126613821834	0.203418262246	0.377120653223	0.221672865803
s	0.0034676665296	0.0049935028835	0.00743669968193	0.0354294571051	0.0867979406113	0.132043787415	0.572810884408	0.157019288601
p	0.00263421217653	0.00479184762783	0.00644606656064	0.033687919035	0.0782545135371	0.133702262472	0.569505628136	0.170976762867
r	0.00271449405884	0.00519851587594	0.00655311885355	0.025893106345	0.0620055045124	0.123338020824	0.582522542712	0.191774254289
o	0.00307603135295	0.00400758529198	0.00493845628452	0.0169356987817	0.0414163015041	0.0827826069413	0.630989847571	0.215853418096
</S>	0.00360387067648	0.00367869264599	0.00438359314226	0.0109293943909	0.032570100752	0.0674753034707	0.607152423785	0.270206709048
