 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.592731	0.3136935	0.027616	0.00884339	0.005734775	0.00484141	0.007817235	0.027361235	0.01136175
ò	0.420761	0.458407833333	0.0349457333333	0.0193186766667	0.008194195	0.00539704333333	0.00985227833333	0.0326727116667	0.0104506366667
z	0.288701	0.436573611111	0.0815440777778	0.0562900588889	0.0371785316667	0.0163630244444	0.0113112261111	0.0362025372222	0.0358354322222
i	0.184832333333	0.394729537037	0.130625025926	0.076345052963	0.0516592438889	0.0279101081481	0.018751842037	0.0565897457407	0.0585563440741
m	0.111037644444	0.289560079012	0.134147675309	0.101782384321	0.094959747963	0.0485271360494	0.0227860140123	0.0539319485802	0.143266548025
i	0.0569499814813	0.140061259671	0.207754558436	0.17308446144	0.133939582654	0.0578013453498	0.0185877046708	0.0455744161934	0.166246282675
n	0.0361745271604	0.0987530532237	0.262198519479	0.224398487147	0.190018860885	0.0458169484499	0.0136821582236	0.0429610053978	0.0859966608917
o	0.0273272090535	0.0690861177412	0.227698839826	0.259200829049	0.251314620295	0.04533261615	0.0115956094079	0.0464289684659	0.0620154202972
m	0.0241171363512	0.0481533392471	0.169164746609	0.223603943016	0.217805540098	0.09059747205	0.0272102364693	0.0519330894886	0.147414873432
i	0.0199294454504	0.0292833464157	0.12270804887	0.181344981005	0.244936846699	0.141150490683	0.0329255454898	0.0469393298295	0.180782091144
l	0.0162732484835	0.0222893821386	0.117378349623	0.175603993668	0.2708959489	0.158105830228	0.0465191818299	0.0467672432765	0.146166830381
ì	0.00987252616117	0.0150012940462	0.124447116541	0.201163997889	0.266122982967	0.173810610076	0.0519603272766	0.0325551944255	0.12506594346
s	0.00824666538706	0.0120914980154	0.12491937218	0.227256665963	0.312369327656	0.184603203359	0.0379636424255	0.0254702448085	0.0670792811533
i	0.00942743512902	0.0116973326718	0.0933712907267	0.187151221988	0.299403442552	0.248314734453	0.0596482141418	0.0339981816028	0.0569882270511
a	0.011131345043	0.0122486108906	0.0627109635756	0.137784040663	0.240703147517	0.321231578151	0.0961983380473	0.0477164272009	0.070275609017
t	0.010463331681	0.0110735769635	0.0565145545252	0.102161113554	0.205927715839	0.289029859384	0.117938112682	0.0654454757336	0.141446569672
ù	0.00821382056033	0.00875023232117	0.0489294515084	0.091850404518	0.179178238613	0.272126619795	0.165155704227	0.0624897585779	0.163306023224
t	0.00730800685344	0.00781867410706	0.0435714838361	0.086794901506	0.175560079538	0.270777873265	0.180877901409	0.0806053528593	0.146685507741
t	0.00800392228448	0.00844835470235	0.0416431612787	0.068878600502	0.143951693179	0.228867624422	0.184928967136	0.124945784286	0.190331835914
o	0.00847612409483	0.00815619823412	0.0262823204262	0.0380689335007	0.080127464393	0.182790208141	0.221109655712	0.200665594762	0.234323611971
p	0.00686147803161	0.00594534607804	0.0202462401421	0.0244596778336	0.051465688131	0.120388636047	0.237772551904	0.235409864921	0.29745020399
r	0.00526912601054	0.00443323869268	0.0166063100474	0.0179916826112	0.036948529377	0.080344545349	0.213185517301	0.243341288307	0.381879067997
à	0.00393763200351	0.00333329623089	0.0095112600158	0.0116748175371	0.022550176459	0.065868081783	0.153318172434	0.394923429436	0.334882689332
m	0.00469671066784	0.00595239207696	0.0262131466719	0.0322334058457	0.057871392153	0.082030827261	0.141573390811	0.393559809812	0.255868563111
m	0.00683104355595	0.00915290402565	0.039575582224	0.0458892352819	0.0789036307177	0.101495609087	0.193708463604	0.246174269937	0.27826885437
a	0.011588177852	0.00997397467522	0.0371299940747	0.0378318784273	0.0532171435726	0.087383603029	0.194293487868	0.211889089979	0.356692618123
m	0.0121790426173	0.00824915822507	0.0324312313582	0.0290923928091	0.0350062811909	0.0603488676763	0.194645829289	0.205744029993	0.422303206041
e	0.0111100642058	0.00682001607502	0.0224592771194	0.018654197603	0.022437760397	0.0400863558921	0.19048427643	0.250976343331	0.436971402014
t	0.00988965140193	0.00578534202501	0.0148083357065	0.012085949201	0.014315216799	0.0237043252974	0.115971892143	0.39731278111	0.406126134005
i	0.00581578713398	0.003334190675	0.0081786352355	0.00661531640033	0.008500168933	0.0133828584325	0.071265397381	0.561869927037	0.321037711335
n	0.00412948571133	0.002405005225	0.00845625841183	0.00718225546678	0.0110268229777	0.0126885628108	0.0725027657937	0.617589975679	0.264019237112
A	0.00210411723711	0.00133801074167	0.00717504613728	0.00666667515559	0.0105946643259	0.0125907776036	0.0670387552646	0.674699991893	0.217792412371
n	0.0016440377457	0.00126206091389	0.00699214204576	0.0070568483852	0.0121905447753	0.0148374825345	0.0487856850882	0.672158663964	0.235072804124
n	0.0065008725819	0.00438384030463	0.0165222806819	0.0135155827951	0.0183846149251	0.0254908608448	0.0755988283627	0.486908887988	0.352694601375
a	0.012199324194	0.00937361343488	0.023412226894	0.0198140609317	0.0204514716417	0.0358360536149	0.0911807427876	0.360475962663	0.427256867125
</S>	0.013162012097	0.0114858567174	0.023456213447	0.0221870804659	0.0215390358209	0.0403314768075	0.0831720713938	0.353538981332	0.431127433562
