 	tu	le	hai	cucinati	le	verdure	</S>
e	0.5953395	0.3334965	0.008551795	0.008906805	0.00774201	0.0146718	0.03129195
s	0.3629774	0.499316166667	0.0290873616667	0.018308435	0.00610018	0.0171567333333	0.0670541166667
ù	0.183551066667	0.666513722222	0.0383138205556	0.020810345	0.00546357666667	0.0158245511111	0.0695230055556
t	0.112167588889	0.632369574074	0.108136206852	0.046369015	0.0132720955556	0.0325965903704	0.0550889018519
a	0.0732851962963	0.433337524691	0.255304735617	0.0901276716667	0.0198268651852	0.0453004301235	0.082817567284
m	0.0472717654321	0.25076790823	0.235210811872	0.102395557222	0.0626947550617	0.0907651433745	0.210893855761
à	0.0294027218107	0.11576306941	0.245648170624	0.154266185741	0.106336918354	0.117015047792	0.231567585254
r	0.0433372406036	0.0999437231367	0.312465723541	0.227519061914	0.0943325394513	0.0721157159307	0.150285828418
e	0.0483402802012	0.0897554743789	0.217498307847	0.205260020638	0.190065079817	0.103836271977	0.145244609473
t	0.0320618600671	0.060584324793	0.132213769282	0.147292006879	0.262958693272	0.127235423992	0.237654203158
s	0.027549986689	0.045006174931	0.104101856427	0.116980502293	0.263895564424	0.090793274664	0.351673067719
e	0.0235646622297	0.038950724977	0.0734861521423	0.083886267431	0.273375521475	0.150794224888	0.35594268924
t	0.0166347374099	0.024463241659	0.0389910173808	0.0536916558103	0.212616173825	0.359296074963	0.294307229747
a	0.0134433291366	0.0169030472197	0.0241828724603	0.0375352186034	0.141131091275	0.432010358321	0.334794076582
l	0.0113710897122	0.0133199657399	0.0188707574868	0.0340651728678	0.132545397092	0.47748911944	0.312338525527
à	0.0082578432374	0.0096411719133	0.0182386858289	0.0362325242893	0.126969365697	0.588355373147	0.212305341842
c	0.00927750107913	0.0137889239711	0.0226978952763	0.0339121414298	0.104978355232	0.619143791049	0.196201780614
h	0.0130013870264	0.0170899079904	0.0360919650921	0.0438887804766	0.108140418411	0.606913597016	0.174874260205
a	0.0190239956755	0.0163271359968	0.039337388364	0.0522215601589	0.0904957394703	0.503595532339	0.278998753402
n	0.0181413318918	0.0122894953323	0.0257927961213	0.0461861867196	0.0883505464901	0.490177844113	0.319061584467
a	0.0154349772973	0.0117065151108	0.0237958653738	0.0441487955732	0.0895913154967	0.447923948038	0.367398528156
</S>	0.0155555386486	0.0130666575554	0.0268138326869	0.0413121977866	0.0837313577483	0.357180974019	0.462339764078
