 	il	vestito	della	sposa	vuole	bianco	</S>
t	0.781261	0.12184435	0.024600585	0.00722614	0.004427195	0.027108255	0.0335323
o	0.569638666667	0.261494783333	0.0477179616667	0.01074348	0.00756828166667	0.0526569183333	0.0501797333333
n	0.333374222222	0.363686594444	0.102951853889	0.0154389266667	0.00958389722222	0.0876765061111	0.0872878444444
à	0.189445740741	0.496537531481	0.126834617963	0.0148447755556	0.00761222574074	0.0768965353704	0.0878286481481
b	0.116163780247	0.55921617716	0.230440539321	0.0155421918519	0.00495562858025	0.0327605117901	0.0409214160494
b	0.0601287934157	0.531286059053	0.34443284644	0.0211782639506	0.00572883619342	0.0159946272634	0.0212506486831
e	0.0388935644719	0.458829686351	0.43963861548	0.0273501879835	0.00937610873114	0.0109536324211	0.0149579928944
t	0.0347342881573	0.272106228784	0.513104538493	0.0978706293278	0.030472269577	0.0184832774737	0.0332284976315
o	0.0394554960524	0.162199409595	0.460058179498	0.186142543109	0.0468219231923	0.0293409591579	0.0759812325438
a	0.0400378320175	0.113272369865	0.350735059833	0.29167951437	0.0556623743974	0.0333473197193	0.115265410848
t	0.0351009440058	0.0689202566217	0.197507853278	0.384547838123	0.103074991466	0.0417754399064	0.169072803616
s	0.0266187813353	0.0426728855406	0.105640684426	0.410237612708	0.152896330489	0.0479548799688	0.213978601205
è	0.0199473937784	0.0345115618469	0.0737080614753	0.440429204236	0.21491277683	0.0396871266563	0.176803433735
k	0.0134295579261	0.032353653949	0.0839199538251	0.380050401412	0.241430592277	0.0522266755521	0.196589044578
o	0.0135435459754	0.029835217983	0.0777520179417	0.294486800471	0.221565197426	0.0635876585174	0.299229681526
r	0.0137836819918	0.0218527393277	0.0409105726472	0.255239266824	0.210640399142	0.110870519506	0.346703227175
à	0.0099775973306	0.0166897797759	0.0257317575491	0.207755422275	0.196842799714	0.218868839835	0.324134075725
s	0.0068594691102	0.013886026592	0.0211934858497	0.191428474092	0.188938266571	0.317861613278	0.259832691908
i	0.0052257097034	0.00977778553067	0.0154168652832	0.136124624697	0.12911132219	0.489896871093	0.214446897303
t	0.0039019465678	0.00668404851022	0.00983258842773	0.0804674082323	0.0813014740633	0.632941957031	0.184870632434
è	0.0030462355226	0.00509881283674	0.00741577614258	0.0652584694108	0.0679200246878	0.65396331901	0.197297544145
l	0.00257749184087	0.00428413427891	0.00649106871419	0.0427265231369	0.0458047748959	0.70225443967	0.195861848048
i	0.00453288728029	0.00515412475964	0.00711072290473	0.0281256410456	0.0326384249653	0.701444146557	0.220994282683
à	0.0057585157601	0.00548600825321	0.00669651430158	0.0179627470152	0.0245335416551	0.601410382186	0.338152427561
s	0.00335623125337	0.0032227680844	0.00399114810053	0.0141513890051	0.021639813885	0.611758794062	0.341879809187
p	0.00225409641779	0.00283605136147	0.00348724936684	0.0126694030017	0.0191756046283	0.622153598021	0.337423936396
r	0.0032098954726	0.00424456378716	0.00507602978895	0.0182040343339	0.0232199682094	0.55019719934	0.395848645465
o	0.0051489918242	0.00557529459572	0.00660849992965	0.018374364778	0.0242501560698	0.49253039978	0.447512548488
</S>	0.0063167009121	0.00628947729786	0.00750879996482	0.014143812389	0.0229786280349	0.45164719989	0.491115274244
