 	avete	cucinato	le	verdure	</S>
è	0.7915685	0.0330589	0.03084925	0.03295715	0.11156645
c	0.562677166667	0.158070733333	0.09143845	0.0749823833333	0.11283125
h	0.348836055556	0.247964911111	0.170042816667	0.150882127778	0.08227385
e	0.247821918519	0.285870637037	0.211778272222	0.153204142593	0.101325283333
t	0.129099539506	0.324202545679	0.288540090741	0.109167247531	0.148991094444
e	0.0752074798353	0.253638181893	0.36475436358	0.0828612825103	0.223539031481
m	0.0437954599451	0.158827493964	0.361752454527	0.18659519417	0.24902967716
a	0.0307332866484	0.0833691313213	0.259490151509	0.224191564723	0.40221622572
r	0.0258746122161	0.0482301771071	0.143765150503	0.300248688241	0.481881408573
à	0.0175071207387	0.0303681590357	0.0901268501677	0.49061389608	0.371383802858
t	0.0149049102462	0.0279916530119	0.0739466167226	0.568450298693	0.314706600953
a	0.0179964067487	0.028866351004	0.0626804055742	0.514806766231	0.375650200318
t	0.0176516822496	0.025524083668	0.0570467685247	0.46596625541	0.433811400106
a	0.0129336740832	0.018410694556	0.0481308895082	0.40497341847	0.515551466702
l	0.0107025780277	0.022819964852	0.0691128631694	0.425653472823	0.471711155567
à	0.00791502600923	0.023933388284	0.0764307210565	0.538778824274	0.352942051856
c	0.00965658866974	0.0204247627613	0.0528882736855	0.529020608091	0.388009683952
h	0.0127787962232	0.0263270542538	0.0584931578952	0.537650869364	0.364750227984
a	0.0158371987411	0.0276011180846	0.0584270192984	0.444406623121	0.453728409328
n	0.0156805995804	0.0222010726949	0.0648596064328	0.444962874374	0.452296136443
a	0.0143416331935	0.0234093242316	0.0692358021443	0.438620624791	0.454393045481
</S>	0.0140248165967	0.0258593621158	0.0588146510722	0.334827312396	0.566474522741
