 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.7575515	0.1686998	0.008460935	0.0055803	0.01431309	0.02509061	0.020303435
t	0.5267015	0.2935686	0.024651345	0.0105916666667	0.0230637633333	0.0424913366667	0.0789313783333
e	0.355319833333	0.382029533333	0.039210615	0.0162413222222	0.0302377211111	0.0647653122222	0.112195292778
k	0.265463944444	0.384174511111	0.082128605	0.0302204407407	0.029402707037	0.0948234707407	0.113785930926
a	0.191125314815	0.42013517037	0.100788868333	0.0355289135802	0.027855435679	0.0990933902469	0.125472643642
m	0.145205838272	0.373434390123	0.187163622778	0.0572723711934	0.0271706452263	0.094854696749	0.114898214547
m	0.110393012757	0.342987130041	0.278767874259	0.0720740237311	0.0205397484088	0.0801427989163	0.0950948715157
è	0.118386670919	0.433863043347	0.269911624753	0.0649424412437	0.0152253161363	0.0432175996388	0.0544526571719
n	0.109801290306	0.358801347782	0.328250541584	0.103621013748	0.0317720053788	0.0319452665463	0.0358082190573
i	0.0794428967687	0.194821249261	0.440450180528	0.180773004583	0.0398826684596	0.0320245555154	0.0326053730191
s	0.0595332989229	0.104524349754	0.446962393509	0.284388001528	0.0267555561532	0.0260514518385	0.0517849910064
t	0.052287099641	0.0697991832513	0.361102464503	0.356539333843	0.0304897853844	0.0273049172795	0.102477330335
o	0.0461562332137	0.0539049944171	0.328739488168	0.395856444614	0.0351899284615	0.0318582724265	0.108294576778
g	0.0346925777379	0.0417285314724	0.273963829389	0.377589481538	0.0778000428205	0.0726877241422	0.121537658926
i	0.035494159246	0.0418757104908	0.22228794313	0.361045160513	0.0971137809402	0.0900903747141	0.152092552975
a	0.0482233197487	0.0511677034969	0.19645764771	0.395713386838	0.0884320269801	0.061795858238	0.158209517658
r	0.0384581065829	0.0400756678323	0.154444215903	0.356222795613	0.114253008993	0.0634628860793	0.233082839219
d	0.024005168861	0.0251306559441	0.120173005301	0.269195931871	0.159238002998	0.0693537953598	0.33290327974
ì	0.0175050896203	0.019517418648	0.088676701767	0.20903997729	0.296594000999	0.0807874317866	0.28787942658
n	0.0133565532068	0.0164772728827	0.101984000589	0.18947699243	0.324720333666	0.110781477262	0.243203475527
o	0.0153141744023	0.0160171909609	0.097343466863	0.142514597477	0.282545777889	0.162351825754	0.283912825176
s	0.0154221914674	0.0141844203203	0.0519086889543	0.095554799159	0.300259259296	0.243542941918	0.279127608392
t	0.00989231382247	0.0094327134401	0.0302730629848	0.071729133053	0.305954753099	0.318039980639	0.254678202797
o	0.00753271127416	0.00690709448003	0.0182884876616	0.036751644351	0.2617289177	0.404192993546	0.264598400932
c	0.00504760075805	0.00454444482668	0.0188017292205	0.0280832814503	0.163290839233	0.570181664515	0.210050600311
ì	0.00276627058602	0.00286533827556	0.0187058430735	0.0266116938168	0.107614779744	0.699621221505	0.141815000104
p	0.00200530186201	0.00210501375852	0.0128010676912	0.0226179979389	0.081868293248	0.740327740502	0.138275000035
o	0.00811058228734	0.00524015558617	0.0153884758971	0.028252999313	0.0858418310827	0.655840246834	0.201326000012
</S>	0.0147324411437	0.00893502779309	0.0196768379485	0.0346442496565	0.0942609155413	0.551468623417	0.276282000006
