 	non	so	cosa	stai	scrivendo	</S>
e	0.7972685	0.1495808	0.007841095	0.005508755	0.021808245	0.017992625
n	0.529653166667	0.311572266667	0.0466757316667	0.008717465	0.037656215	0.0657254083333
e	0.322293055556	0.451683088889	0.0685427438889	0.010114665	0.063229605	0.0841374027778
t	0.230468751852	0.452232696296	0.0961954146296	0.0168699983333	0.0895662016667	0.114667400926
s	0.145144983951	0.442799565432	0.158623804877	0.0206305994444	0.0945003005556	0.138300800309
è	0.120752427984	0.484114188477	0.225753934959	0.0164989998148	0.0731048668519	0.079775500103
r	0.0971999426613	0.423893062826	0.30051197832	0.0650773666049	0.0483723889506	0.064945566701
o	0.0818586808871	0.314178687609	0.373551992773	0.123117788868	0.0444804629835	0.0628124222337
e	0.083364393629	0.225690562536	0.372084330924	0.210142262956	0.0496089209945	0.0591097074112
s	0.0682005312097	0.146950787512	0.266957110308	0.303654420985	0.0532336069982	0.161004069137
ù	0.0467800770699	0.0973419291707	0.188368370103	0.408387806995	0.0482999356661	0.210822356379
t	0.03724682569	0.0656638430569	0.159347790034	0.452287602332	0.0709390785554	0.214515118793
i	0.03735537523	0.0544128143523	0.124756330011	0.387797867444	0.157579359518	0.238098372931
s	0.0349726250767	0.0423132047841	0.077281743337	0.324515955815	0.223545119839	0.297371790977
t	0.0221950750256	0.0252976682614	0.044373547779	0.236846318605	0.226580706613	0.444707263659
e	0.0165627583419	0.0182328560871	0.026120182593	0.141464306202	0.355112902204	0.44250742122
g	0.0100107894473	0.0119584053624	0.0228856941977	0.0943196354007	0.463910967401	0.39691447374
r	0.00608022981577	0.00782647845413	0.0195297747326	0.0717117784669	0.4715266558	0.42332482458
à	0.00486408993859	0.00590895615138	0.0105013149109	0.0351829928223	0.619677885267	0.323864941527
f	0.00304695997953	0.00389790538379	0.00784008830363	0.0276758642741	0.653199628422	0.304339980509
i	0.00715586665984	0.0077534817946	0.0112116661012	0.0261603880914	0.641338209474	0.30638066017
</S>	0.0121081333299	0.0124571408973	0.0144561330506	0.0224062940457	0.712440104737	0.226132330085
