 	non	aveva	cosa	a	fare	</S>
e	0.77749	0.1458725	0.013989715	0.00939535	0.01997702	0.03327545
n	0.516599333333	0.247912833333	0.0403319716667	0.03022625	0.04293884	0.12199065
ì	0.277702777778	0.445230277778	0.0567840238889	0.0372158833333	0.0455925466667	0.137474216667
c	0.188083592593	0.541300092593	0.13701047463	0.0339131611111	0.0266435155556	0.0730488722223
h	0.128374330864	0.380571364198	0.304747824877	0.0801231203704	0.0312771718519	0.0749059240741
e	0.077504010288	0.203156321399	0.522128941626	0.0944339401235	0.032683657284	0.0700927746914
t	0.037732670096	0.101557140466	0.554755647209	0.145772213374	0.029718652428	0.130463224897
i	0.0226944566987	0.0506620801553	0.368140215736	0.321629737791	0.0517065841427	0.185166741632
k	0.0139764688996	0.0283361933851	0.215820438579	0.412526912597	0.149481494714	0.179858580544
à	0.00809739296653	0.0174987011284	0.12106671286	0.370630970866	0.312457498238	0.170248860181
m	0.00806351765551	0.0168044703761	0.08857313762	0.328728656955	0.356244499413	0.201585953394
i	0.00901527588517	0.016139576792	0.0557996592067	0.243374018985	0.444493166471	0.231178651131
</S>	0.00843009294258	0.012271068396	0.0315291996034	0.167688709493	0.570898583236	0.209182825565
