 	la	donna	pulisce	la	casa	l	uomo	no	</S>
e	0.739499	0.1504201	0.02104685	0.008028065	0.00597706	0.00623906	0.0064142	0.045311695	0.01706376
j	0.480175666667	0.252187366667	0.0701525166667	0.0141846883333	0.01350264	0.0106043266667	0.00848804	0.0868637316667	0.0638406866667
i	0.270456222222	0.388098122222	0.0919278055556	0.0237007627778	0.0197403133333	0.0121979422222	0.00948085333333	0.101147577222	0.0832500288889
n	0.180253540741	0.495973040741	0.0790465685185	0.0285038542593	0.0234731377778	0.0127637807407	0.00970078777778	0.0915287924073	0.0787564762963
è	0.13497531358	0.601368680247	0.0698495561728	0.0228315847531	0.0220293792593	0.0107740302469	0.00745701259259	0.0631662974691	0.0675483920988
k	0.112416771193	0.547028560082	0.140356885391	0.0609828615844	0.0221969597531	0.00947441341563	0.00647899419753	0.0419251991564	0.0591396306996
a	0.077990823731	0.397540853361	0.25573529513	0.0852699871948	0.0376275199177	0.0136238711385	0.0105391080658	0.0483201663855	0.0733522768999
p	0.0503859412437	0.297158617787	0.27813043171	0.160985695732	0.0459075733059	0.0211042903795	0.0129766026886	0.0532626887952	0.0800882256333
u	0.0379613804146	0.198211539262	0.330274477237	0.202923831911	0.0464485244353	0.0256335634598	0.0127370008962	0.0534991295984	0.0923110418778
l	0.0321793268049	0.154640046421	0.341958159079	0.219427210637	0.0579741081451	0.0321572211533	0.0148618336321	0.0580945765328	0.0887076472926
i	0.027871308935	0.124398548807	0.31863438636	0.246612070212	0.0652439360484	0.0376630737178	0.0161266112107	0.0615140921776	0.101936215764
z	0.024468069645	0.111408482936	0.30930546212	0.252803690071	0.0704690453495	0.0437502245726	0.0228112037369	0.0654055973925	0.0995786052547
z	0.0189647898817	0.0895075609787	0.295072820707	0.294265563357	0.0693586484498	0.0527315081909	0.029572534579	0.0630702324642	0.0874564017516
è	0.0192409299606	0.0773283203262	0.332942273569	0.333714521119	0.0564532494833	0.0451077360636	0.0232372115263	0.0389543674881	0.0730214339172
i	0.0178306433202	0.0662843401087	0.305233757856	0.410756173706	0.0748009498278	0.0419027786879	0.0162647705088	0.0230453791627	0.0438808779724
o	0.0214353811067	0.0640586467029	0.195243552619	0.413258391235	0.138036983276	0.076696092896	0.0207857901696	0.0284747930542	0.0420098259908
s	0.0205168603689	0.0489039155676	0.112479684206	0.331548463745	0.196064661092	0.133944364299	0.0340737300565	0.0373223643514	0.0851460419969
p	0.0146121534563	0.0360596718559	0.0872597947353	0.263695487915	0.218901553697	0.149631454766	0.0455390766855	0.0383117547838	0.145989680666
ì	0.0109339644854	0.0330631572853	0.0813353315784	0.261027162638	0.233865851232	0.161588818255	0.0534331588952	0.0273531649279	0.137400026889
t	0.0092761981618	0.0268590857618	0.0671891438595	0.261428054213	0.259604283744	0.176182606085	0.0663177862984	0.020784134976	0.112359142296
i	0.00903042605393	0.0245231285873	0.0470452479532	0.197484751404	0.279670094581	0.212270868695	0.105953862099	0.0223495783253	0.101672314099
o	0.00899931868464	0.0224930095291	0.0305190493177	0.115782717135	0.264110031527	0.283214289565	0.157677954033	0.0266396927751	0.0905643713663
à	0.00827577289488	0.0186803365097	0.0242489831059	0.0874864723783	0.236065677176	0.307228763188	0.189209651344	0.0298221642584	0.0989827904554
n	0.00675795763163	0.0151033921699	0.038225227702	0.0973869907928	0.198215892392	0.261578921063	0.189770217115	0.0573961547528	0.135565596818
t	0.00744099921054	0.0123794107233	0.038816209234	0.0788684635976	0.147183964131	0.208580640354	0.178545072372	0.100479718251	0.227705532273
r	0.00779194973685	0.0114740402411	0.0201335164113	0.0403291878659	0.11400885471	0.190426546785	0.192740357457	0.121537239417	0.301558177424
e	0.00726727324562	0.010981916747	0.0133528521371	0.0259669959553	0.09088565157	0.165605182262	0.205993119152	0.148594746472	0.331351725808
p	0.00610697108187	0.009869902249	0.019700017379	0.0418342319851	0.0874080505233	0.146381060754	0.229202039717	0.174819248824	0.284678241936
o	0.00644696369396	0.0135230974163	0.0245805391263	0.0502543106617	0.0834037835078	0.126692953585	0.215790679906	0.201744749608	0.277563080645
d	0.00630931456465	0.0148957858054	0.0252086130421	0.0522516368872	0.0802134611693	0.116121584528	0.235307559969	0.205560583203	0.264131360215
è	0.00447869152155	0.0120754152685	0.0242406376807	0.0553312122957	0.0854706870564	0.123354194843	0.247206186656	0.228370527734	0.219472786738
g	0.00471003384052	0.0113701517562	0.0233899792269	0.0573634040986	0.0891106623521	0.125626064948	0.183737062219	0.266027842578	0.238665262246
g	0.00924702128017	0.0127057639187	0.0250717930756	0.0570582346995	0.0872914874507	0.110372754983	0.14403682074	0.266024947526	0.288191420749
h	0.0122950704267	0.0139318213062	0.0238178310252	0.0409792782332	0.0651859291502	0.0773102849943	0.107504140247	0.264173982509	0.394801806916
e	0.0111386534756	0.0104410937687	0.0211267103417	0.0315022594111	0.0485461763834	0.0550700949981	0.0818183134157	0.311146660836	0.429209935639
</S>	0.0113675267378	0.00862442688435	0.0178699051708	0.0257829797055	0.0454341381917	0.050308597499	0.0706034567079	0.361086830418	0.408921967819
