 	non	ho	cosa	è	da	mangiare	</S>
e	0.8130155	0.09904595	0.02603185	0.005707415	0.006415595	0.02271022	0.02707309
n	0.5389595	0.157829316667	0.09412105	0.019704075	0.015709515	0.07371594	0.0999604633333
è	0.2990515	0.298768772222	0.151998016667	0.029608925	0.0194139383333	0.08384088	0.117318254444
c	0.204395866667	0.385732590741	0.248390338889	0.0456874416667	0.0149366127778	0.0471201933333	0.0537372848147
h	0.106675622222	0.271140196914	0.419315112963	0.0944766472222	0.0274022709259	0.0473251644444	0.0336650616049
o	0.054901474074	0.145473965638	0.521259704321	0.166966215741	0.0328135569753	0.0462111881481	0.0323736538683
t	0.0332554580247	0.0822208552127	0.436686568107	0.239258405247	0.0681463189918	0.053571662716	0.0868606512894
i	0.0249816860082	0.0517492184042	0.251588856036	0.372295801749	0.108541772997	0.0648936209053	0.12594905043
è	0.0173943953361	0.0338103061347	0.149965918679	0.48069926725	0.164869257666	0.0631813403018	0.0900793501433
n	0.011436065112	0.0227693687116	0.10394783956	0.37627975575	0.250262085889	0.109918080101	0.125386950048
a	0.0100673550373	0.0171461895705	0.0678311798533	0.208015951917	0.291260361963	0.219348693367	0.186330316683
f	0.0079798816791	0.0116107265235	0.0342447932844	0.121021750639	0.259612453988	0.405201897789	0.160328605561
à	0.0043471705597	0.00696735550783	0.0195176310948	0.077771250213	0.175289884663	0.59238896593	0.123718035187
o	0.0041388635199	0.00557591850261	0.0123235936983	0.0502202167377	0.109558761554	0.673375321977	0.144807345062
</S>	0.00456092175995	0.0052533842513	0.00934192184915	0.0377589083688	0.081966980777	0.689418660989	0.171699172531
