 	se	vieni	a	casa	ogni	sabato	</S>
a	0.7960815	0.123345	0.01279695	0.00568492	0.00402754	0.03742168	0.020642775
n	0.538975833333	0.233908	0.0327794166667	0.0207576333333	0.01222761	0.0857129933333	0.075638625
è	0.381134944444	0.343347666667	0.0445017388889	0.0281278111111	0.01653977	0.0943244977778	0.0920234083333
r	0.332693648148	0.334593888889	0.154041346296	0.035799637037	0.0203682233333	0.0677659659259	0.0547371694444
t	0.202384782716	0.23364562963	0.363845448765	0.061055745679	0.0332608077778	0.062596488642	0.0432109898148
i	0.106235994239	0.212343209877	0.462158149588	0.0725748485597	0.0413843692593	0.0581124628807	0.0471907966049
è	0.068515131413	0.216228403292	0.515182049863	0.0705757161866	0.0420106897531	0.0425547542936	0.0449330988683
s	0.0436915438043	0.169375134431	0.564064016621	0.0913597720622	0.0493110965844	0.0301579514312	0.0520403329561
s	0.0250475146014	0.101997578144	0.531543672207	0.153419590687	0.0845209655281	0.0334914838104	0.0699788443187
u	0.0213826382005	0.0569139593813	0.456655557402	0.224644196896	0.127530321843	0.0375884946035	0.0752846814396
k	0.0182931460668	0.0417315531271	0.324874852467	0.240291732299	0.151244440614	0.0506261648678	0.172938393813
u	0.0140997820223	0.028756117709	0.189940417489	0.265649910766	0.194980813538	0.0615992216226	0.244974464604
à	0.0116774440074	0.0181316725697	0.135244272496	0.308905636922	0.259129937846	0.0729674405409	0.193944154868
i	0.0102799313358	0.0138605908566	0.107849424165	0.282411878974	0.278772312615	0.11921298018	0.187613051623
s	0.0087200537786	0.0104599436189	0.0689366413883	0.210893959658	0.216996770872	0.263585993393	0.220407017208
à	0.00483340125953	0.0056813712063	0.0376143137961	0.120331553219	0.122798590291	0.520354331131	0.188387005736
m	0.00325403375318	0.0074982004021	0.047201637932	0.0882920844063	0.0828948634303	0.611542110377	0.159317335245
b	0.00294661458439	0.0087696268007	0.055452612644	0.0795160281354	0.0671420544768	0.591033370126	0.195139445082
a	0.00214319152813	0.00456305893357	0.0286585742147	0.0405419427118	0.0358513814923	0.694801790042	0.193439815027
</S>	0.00175096076406	0.00291811446678	0.0160926421074	0.0257358713559	0.0210140857462	0.765030395021	0.167457907513
