 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.6359135	0.31368655	0.005453635	0.0040632	0.00491147	0.011971845	0.00446493	0.01953484
t	0.3874115	0.442936183333	0.0348198116667	0.00897475666667	0.00717388333333	0.0306004816667	0.00580158333333	0.0822815466667
è	0.2236875	0.578755394444	0.0480800705556	0.0102675922222	0.00692113777778	0.0328244638889	0.00510880777778	0.0943545555556
l	0.155024566667	0.535466464815	0.117489756852	0.0432460040741	0.00822905592593	0.0324043912963	0.0141659759259	0.0939735585185
i	0.101927788889	0.332279488272	0.305459918951	0.0688159346914	0.0146985519753	0.0477405637654	0.0235007253086	0.105577119506
f	0.0620743296297	0.211860262757	0.429685306317	0.0983899115638	0.0171153173251	0.0490955212551	0.0433972084362	0.088382306502
a	0.0398917098766	0.119032187586	0.459012102106	0.153932637188	0.016470805775	0.043935607085	0.0782856028121	0.089439568834
m	0.0278491299589	0.071184515862	0.333319967369	0.174234212396	0.0555174685917	0.045916335695	0.181577534271	0.110400989611
è	0.015114966653	0.0348760586207	0.238266589123	0.262535070799	0.0821267228639	0.0440246118983	0.21631217809	0.10674372987
n	0.018368085551	0.0327232528736	0.246755863041	0.3094560236	0.062084974288	0.0432647039661	0.16923372603	0.118113309957
o	0.019169488517	0.0271790009579	0.154434121014	0.241768674533	0.148218491429	0.0828320346554	0.192108575343	0.134289536652
o	0.0127297561723	0.015721016986	0.0708438070047	0.173526558178	0.28121616381	0.127921011552	0.216486525114	0.101554945551
l	0.00820548539077	0.00927956232867	0.0399104356682	0.108386019393	0.352562054603	0.180394337184	0.197393175038	0.10386898185
i	0.00560844846359	0.00599342744289	0.0234729452227	0.0606422064643	0.322408018201	0.271189445728	0.133174758346	0.177510660617
m	0.00468627948786	0.00487462914763	0.0150071150742	0.0410761688214	0.304168006067	0.337559148576	0.0984506194487	0.194177553539
i	0.00337012649595	0.00337090304921	0.0103935050247	0.0311815896071	0.261523635356	0.417796716192	0.0769022731496	0.19546085118
a	0.00329499549865	0.00285234434974	0.0060795316749	0.017082959869	0.144113278452	0.523799572064	0.0445397910499	0.258237283727
f	0.00203937683288	0.00166178244991	0.00414422389163	0.014652916623	0.170101526151	0.545830524021	0.04511323035	0.216456094576
o	0.00192623061096	0.00149737181664	0.00363582129721	0.0131689822077	0.170287475384	0.54712784134	0.0448221767833	0.217533698192
r	0.00193909220365	0.00147412393888	0.00283185376574	0.00791026740257	0.118410791795	0.59061661378	0.0304126589278	0.246404232731
à	0.00136483606788	0.00109818464629	0.00240025792191	0.00703313580086	0.117650597265	0.636550537927	0.0244910196426	0.209411077577
</S>	0.00151648803394	0.00122985232314	0.00263446396095	0.00783379290043	0.112323298632	0.660323768963	0.0225899598213	0.191548038789
