 	non	ho	dove	d	andare	</S>
e	0.7949685	0.12494375	0.02371125	0.01408641	0.015591285	0.026699255
n	0.5255955	0.191847583333	0.05011535	0.0502229366667	0.0705025283333	0.111716618333
è	0.312213166667	0.331532527778	0.0716129166667	0.0601647122222	0.0892408094444	0.135236372778
c	0.227973122222	0.382901509259	0.184569205556	0.0719819707407	0.0585917698148	0.073982690926
h	0.123920140741	0.24615183642	0.379865735185	0.118923990247	0.0661226899383	0.0650157303087
o	0.065986780247	0.137329078807	0.546223245062	0.128586330082	0.0590460633128	0.0628285101029
p	0.030229946749	0.0691384596023	0.441618981687	0.275845110027	0.0801619544376	0.103005336701
u	0.014142745583	0.0304627365341	0.191600127229	0.508990036676	0.115521318146	0.1392827789
è	0.00841342852767	0.0159341988447	0.105009775743	0.503473345559	0.241192772715	0.125976259633
n	0.00508963284256	0.0101633196149	0.0623036252477	0.367029781853	0.434002590905	0.121410753211
a	0.00339469094752	0.00627140320497	0.0326313217492	0.235628927284	0.569496196968	0.15257725107
p	0.00236913531584	0.00373936440166	0.0160941139164	0.160559309095	0.645848065656	0.171389750357
à	0.00173435677195	0.00273492813389	0.0128708979721	0.127388336365	0.693193021885	0.162077916786
o	0.00367922892398	0.00388738937796	0.0129559326574	0.091014445455	0.672601340628	0.215861305595
</S>	0.00546157946199	0.00517387968898	0.0130512663287	0.0948288727275	0.612498670314	0.268985652797
