 	Valeria	legge	il	giornale	</S>
e	0.8657945	0.04716845	0.02455675	0.02288635	0.03959425
V	0.640799166667	0.213785183333	0.02153745	0.02638065	0.09749775
a	0.518303722222	0.297826394444	0.0190650833333	0.03084045	0.13396425
l	0.442359740741	0.310720798148	0.0616884277778	0.06316125	0.122069416667
è	0.318338746914	0.448977266049	0.0768668092593	0.0673358833333	0.0884808722223
r	0.292624248971	0.510251422016	0.0699502697531	0.0631457611111	0.0640277240741
i	0.19315008299	0.583814140672	0.0784873899177	0.0691953537037	0.0753526080247
a	0.14773969433	0.564831713557	0.111484096639	0.0659289845679	0.110015536008
m	0.0891398647767	0.349060137852	0.213755365546	0.166902094856	0.181142845336
e	0.0502153549256	0.167555579284	0.319160455182	0.219728031619	0.243340948445
l	0.0352642716419	0.110195959761	0.371492818394	0.26125401054	0.221792982815
e	0.0201566438806	0.069295886587	0.382448939465	0.335460003513	0.192638327605
t	0.0145890946269	0.0387226288623	0.323793979822	0.431329334504	0.191564775868
à	0.0114003115423	0.0314722762874	0.287878326607	0.488658444835	0.180590591956
o	0.0137985371808	0.0310987254291	0.283063775536	0.417054481612	0.254984530652
g	0.0108491723936	0.0244562418097	0.231062258512	0.466327160537	0.267305176884
i	0.0093797841312	0.0200284472699	0.163501886171	0.432536720179	0.374553058961
o	0.0105558413771	0.0145984124233	0.0947004287237	0.32311524006	0.557030019654
r	0.00672072379237	0.0088086541411	0.0626259095746	0.43909108002	0.482753673218
n	0.00465698126412	0.00643928138037	0.0623783031915	0.505890360007	0.420634891073
à	0.00635310375471	0.00987523712679	0.0736479343972	0.429223120002	0.480900297024
l	0.0058168845849	0.0107475023756	0.0699600447991	0.474784706667	0.438690765675
e	0.010153678195	0.0134582241252	0.0583540482664	0.472341902222	0.445692255225
</S>	0.0161073890975	0.0180308120626	0.0503853741332	0.393741951111	0.521734627613
