 	che	vende	buon	pane	</S>
k	0.7927085	0.0835028	0.040849795	0.02455262	0.05838579
a	0.673247166667	0.153894933333	0.0599779983333	0.03381654	0.0790628966667
i	0.490442722222	0.331250311111	0.0594469661111	0.02884128	0.0900185988889
p	0.232714040741	0.380469103704	0.19344755537	0.0482530933333	0.14511619963
u	0.121159146914	0.415531701235	0.25171415179	0.0548752644444	0.15671973321
l	0.080558205638	0.428262900412	0.29841768393	0.0650647881481	0.127696244403
ì	0.0412036252127	0.357045633471	0.39899856131	0.0772484960494	0.125503414801
t	0.0310473084042	0.384815211157	0.378183520437	0.0568038320165	0.149150138267
s	0.0213326361347	0.290388070386	0.468640506812	0.0636609440055	0.155978046089
o	0.0138593853782	0.150274823462	0.518531502271	0.173329881335	0.144004348696
m	0.00752477179273	0.063843141154	0.380001500757	0.381395627112	0.167234782899
ì	0.00540224726424	0.0392320803847	0.241168500252	0.503779209037	0.210417927633
k	0.00461667242141	0.0308544267949	0.203069166751	0.489005736346	0.272454309211
a	0.0087287274738	0.0248973755983	0.200221388917	0.415991912115	0.35016110307
l	0.00965221249127	0.0225288251994	0.177074462972	0.448415637372	0.342329034357
ò	0.00770657416376	0.0270476417331	0.166375487657	0.490545545791	0.308325011452
</S>	0.00996998708188	0.0375665208666	0.175271743828	0.453648772895	0.323543505726
