 	io	non	ho	cosa	da	mangiare	</S>
e	0.722662	0.12696405	0.03038995	0.0118659	0.0196193	0.0393752	0.04912375
v	0.555775666667	0.163286016667	0.02737925	0.0173848	0.0265021333333	0.0787402666667	0.130931816667
ò	0.393345888889	0.315047005556	0.02795065	0.0218714333333	0.0226350811111	0.0778642888889	0.141285705556
e	0.299127962963	0.470516335185	0.0494770833333	0.0297549777778	0.0237313303704	0.050058362963	0.0773341351853
n	0.180134320988	0.391076778395	0.180553794444	0.0627787925926	0.0284326434568	0.049056954321	0.107966511728
è	0.102457773663	0.274601592798	0.340460264815	0.107711597531	0.0234888478189	0.0395834514403	0.111696237243
c	0.0731824245543	0.218718197599	0.332903088272	0.184430865844	0.036809849273	0.0720895171468	0.0818660457477
h	0.0562320748514	0.150208932533	0.239534029424	0.315986955281	0.0594908497577	0.0962439390489	0.0823031485826
o	0.0439126916171	0.0902066441777	0.186618343141	0.472180985094	0.0652856832526	0.0730883463496	0.0687069828609
t	0.0266247638724	0.0463223147259	0.133442647714	0.474391661698	0.0869026610842	0.0712767821165	0.16103902762
i	0.0197583879575	0.0280665049086	0.0764944159047	0.336766553899	0.186838887028	0.117649660705	0.23442534254
è	0.0147466426525	0.0188656349695	0.0511874386349	0.253481184633	0.292680629009	0.199740553568	0.169297180847
n	0.00939394088417	0.0132144616565	0.041904279545	0.176643228211	0.329593876336	0.293497184523	0.135752460282
a	0.00695020029472	0.0099454038855	0.0271206498483	0.0889461760703	0.265736292112	0.436271728174	0.165029153427
f	0.00515344343157	0.00648910796183	0.0142278966161	0.0454898920234	0.186862430704	0.582510576058	0.159266151142
à	0.00299715781052	0.00381093598728	0.00897789220537	0.0299754973411	0.135144776901	0.701017858686	0.118075483714
o	0.00332843260351	0.00347751199576	0.00703158740179	0.0197256657804	0.0736584256337	0.735433952895	0.157344494571
</S>	0.00397607630175	0.00374411599788	0.0063762737009	0.0160371328902	0.0567630128168	0.708674976447	0.204428747285
