 	mia	figlia	vuole	andare	</S>
i	0.876415	0.0508123	0.007678685	0.025618765	0.03947535
k	0.643666666667	0.207731466667	0.00775816166667	0.0542041883333	0.0866395833333
i	0.550630222222	0.259319855556	0.00774887388889	0.0727986961111	0.109502361111
a	0.579104074074	0.232899651852	0.0076310312963	0.0685071987037	0.111857953704
t	0.384433691358	0.369617217284	0.0115348904321	0.0769417329012	0.157472317901
è	0.328733230453	0.448508739095	0.0131498734774	0.0689120109671	0.140696172634
r	0.331989410151	0.482893579698	0.0298474011591	0.050033136989	0.105236790878
a	0.25521747005	0.529243526566	0.0532588003864	0.0520765123297	0.110203996959
m	0.163203456683	0.405063842189	0.124847800129	0.0926796041099	0.214205398986
u	0.110562785561	0.26596628073	0.21487726671	0.12507620137	0.283517466329
i	0.115655561854	0.228233760243	0.30347975557	0.115463400457	0.237167488776
t	0.0775737872847	0.140155320081	0.338073918523	0.132703800152	0.311493496259
è	0.0516008290949	0.0920818733603	0.365243306174	0.143718266717	0.34735616542
l	0.039225876365	0.0881413244534	0.350168435391	0.181171422239	0.341292721807
i	0.0329910921217	0.0747300081511	0.216284211797	0.284671807413	0.391322573936
n	0.0307677973739	0.064612302717	0.171472470599	0.344266269138	0.388881191312
a	0.0221672657913	0.0530292675723	0.135826423533	0.379135089713	0.409841730437
p	0.0158472885971	0.0254563458574	0.0726083078443	0.554907029904	0.331180610146
à	0.0083259428657	0.0138622886191	0.0488995692814	0.725090343301	0.203821570049
i	0.0102688609552	0.010635112873	0.0343640564271	0.708058447767	0.23667352335
</S>	0.0127967304776	0.0105170564365	0.0316289782135	0.664144723883	0.280912761675
