 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.612043	0.3208922	0.01307915	0.007996035	0.0061248	0.006674865	0.02311223	0.01007778
s	0.392686666667	0.4275624	0.0277346833333	0.0137175816667	0.0112779733333	0.0101933016667	0.04983711	0.06699028
ò	0.294448888889	0.481545466667	0.0410934611111	0.0228988605556	0.0132376044444	0.0114685472222	0.0501811033333	0.0851258166667
z	0.220238496296	0.413526155556	0.116725487037	0.0870873868519	0.0295116814815	0.0118560290741	0.0401909677778	0.0808633288889
i	0.121668865432	0.300755718519	0.232310495679	0.130978295617	0.0453199604938	0.018037276358	0.0559554892593	0.0949736096296
m	0.0715029218107	0.216645839506	0.227435831893	0.142151265206	0.0801080868313	0.0281413254527	0.0554459297531	0.178569036543
i	0.0391933739369	0.100539379835	0.233659277298	0.255971421735	0.0966286956104	0.0272398084842	0.047313043251	0.199455345514
m	0.0275802913123	0.061434359945	0.218725692433	0.274798807245	0.118247565203	0.0421074694947	0.0508531810837	0.206252781838
i	0.0212670304374	0.0349854866483	0.170093164144	0.257762935748	0.195944855068	0.0496761231649	0.0508915936946	0.219378593946
l	0.0165306901458	0.0260144622161	0.164931721381	0.251250645249	0.244730285023	0.0733127743883	0.0511114645649	0.172117531315
ì	0.0107504033819	0.0199022874054	0.166221907127	0.262431215083	0.266259095008	0.0854003247961	0.039052774855	0.149981910438
s	0.00992829446063	0.0176984624685	0.174730969042	0.302995405028	0.306014365003	0.0662773082654	0.0362475116183	0.0861080034793
i	0.0106691314869	0.0155166874895	0.130683156347	0.251191468343	0.363297455001	0.105822569422	0.0500388705394	0.0727809011598
a	0.010750843829	0.0126948624965	0.0846084521157	0.185883156114	0.389012151667	0.166683856474	0.0649264901798	0.0854402337199
t	0.00939722127633	0.0104270841655	0.0715956173719	0.132403718705	0.349476383889	0.191219285491	0.0859371633933	0.149543744573
s	0.00738367709211	0.0081671913885	0.0549303724573	0.0936083395683	0.27063879463	0.238439428497	0.103247387798	0.223584914858
è	0.00616250236404	0.0065936971295	0.0324483241524	0.0760915131894	0.226942264877	0.282181476166	0.134615462599	0.234964304953
t	0.00559537078801	0.00616633904317	0.0382039747175	0.0863116710631	0.232761754959	0.248912825389	0.161121820866	0.220926434984
ù	0.00544433026267	0.00606092968106	0.0388703249058	0.0842368236877	0.22737391832	0.247786941796	0.183278606955	0.206948811661
o	0.00606274342089	0.00570077656035	0.0280634416353	0.0616761078959	0.180950306107	0.268430980599	0.280991535652	0.168124603887
m	0.00759189780696	0.00666826552012	0.0335361138784	0.0457994692986	0.140591435369	0.277197326866	0.277350178551	0.211265534629
e	0.00849092926899	0.00679507850671	0.0310661146261	0.0348082597662	0.0953765784563	0.228087442289	0.327050059517	0.268325511543
t	0.006808836423	0.00464079950224	0.0171642482087	0.0174917765887	0.0517912261521	0.137616014096	0.472282353172	0.292204837181
i	0.00467964547433	0.00300317316741	0.0108666727362	0.0103727821962	0.0328946420507	0.0903742713653	0.563921784391	0.283886945727
n	0.00352193182478	0.0024076010558	0.0115787142454	0.00956763073207	0.0302032806836	0.0843268237884	0.63116792813	0.227225981909
A	0.00197452727493	0.00164102168527	0.0109987380818	0.00943109357736	0.0285078602279	0.0758173745961	0.669044309377	0.20258499397
n	0.00180303575831	0.00175161856176	0.0124399793606	0.0117951478591	0.027201620076	0.0613410581987	0.646065769792	0.237601664657
n	0.00684633525277	0.00527429952059	0.0251249264535	0.020253215953	0.0383263733587	0.0851621860662	0.462679923264	0.356332554886
a	0.0130850450843	0.0107265665069	0.0316481754845	0.0267386053177	0.0451887577862	0.0946577953554	0.339398307755	0.438556518295
</S>	0.0145851225422	0.0131559332534	0.0311654377423	0.0295938526588	0.0485720788931	0.0876769976777	0.325686153877	0.449564259147
