 	nella	pasta	vuole	sale	</S>
s	0.8227045	0.10720375	0.017194	0.02097086	0.031927045
t	0.617174166667	0.190406583333	0.0343113666667	0.0476953866667	0.110412415
i	0.432219388889	0.280671194444	0.0422099888889	0.0790135288889	0.165885471667
p	0.29747742963	0.290116731481	0.14240742963	0.11774150963	0.152256490556
à	0.20694044321	0.384695910494	0.200756476543	0.10048230321	0.107124496852
s	0.172842314403	0.454924970165	0.202992492181	0.07842490107	0.090814832284
t	0.0989998714677	0.333931656722	0.27632616406	0.15733063369	0.133411277428
a	0.0680421238226	0.213902885574	0.374039054687	0.188278877897	0.155736759143
t	0.0476407746075	0.125468528525	0.327632318229	0.182824292632	0.316433919714
è	0.0350117248692	0.084795776175	0.24557573941	0.240518430877	0.394098306571
l	0.0286148416231	0.075827158725	0.249803913137	0.288410143626	0.357343768857
i	0.0197120472077	0.049786519575	0.150611637712	0.427804381209	0.352085256286
à	0.0121130624026	0.025511406525	0.061750245904	0.639110793736	0.261514418762
l	0.0059058941342	0.0138586555083	0.033330581968	0.761339597912	0.185565139587
a	0.00588144804473	0.0108335051694	0.022633450656	0.741700199304	0.218951379862
</S>	0.00778400902237	0.0108988525847	0.016104410328	0.682446599652	0.282766189931
