 	lo	posso	finire	di	scrivere	</S>
o	0.716661	0.2308016	0.00875474	0.00491669	0.026190305	0.012675765
s	0.456994666667	0.3744442	0.01676268	0.00878859333333	0.0642060683333	0.0788037883333
ò	0.294548888889	0.5013384	0.0309594933333	0.00906158444444	0.0653179561111	0.0987736627778
z	0.216818296296	0.496733133333	0.0999815644444	0.0207207481481	0.061394252037	0.104352620926
o	0.161217765432	0.425717711111	0.144103854815	0.037425782716	0.0914660840123	0.140069206975
s	0.126546721811	0.33545257037	0.212625951605	0.0496967942387	0.101123028004	0.174555068992
p	0.0779402072703	0.19586885679	0.349401983868	0.0772946647462	0.095693542668	0.203800689664
i	0.0632790024234	0.13806491893	0.438427327956	0.0854472549154	0.0947213808893	0.180059896555
c	0.0492825341411	0.0961768729767	0.483736109319	0.118250118305	0.101438460296	0.151115965518
c	0.0315578447137	0.0676385243256	0.519368703106	0.179601706102	0.0854733867653	0.116360055173
è	0.0252762482379	0.0413662747752	0.549103234369	0.249173568701	0.0478774989218	0.087203118391
t	0.0293381160793	0.0582428915917	0.54188474479	0.247922189567	0.0474017363073	0.075210172797
s	0.0401190053598	0.0743487305306	0.44579391493	0.255846729856	0.0959590121024	0.0879328242657
i	0.0343709684533	0.0481542101769	0.26438903831	0.442524243285	0.111836037367	0.0987256080886
à	0.0240068894844	0.030204970059	0.17566641277	0.590149081095	0.0755244791223	0.104448202696
t	0.0155400198281	0.0198482966863	0.179580804257	0.522288360365	0.100084259707	0.162658067565
s	0.0123730299427	0.0145542388954	0.140272101419	0.378621120122	0.160516419902	0.293662689188
e	0.0105730499809	0.0115656929651	0.0740870671397	0.234816040041	0.314230473301	0.354727563063
g	0.00591384332697	0.00692587098837	0.0454670890466	0.168070680014	0.4852824911	0.288340187688
r	0.00398691777566	0.00499933366279	0.0336507030155	0.140852960005	0.587333497033	0.229176729229
à	0.00300692592522	0.0033263278876	0.0165765310052	0.068249153335	0.721752832344	0.187088243076
t	0.00196522530841	0.00208541929587	0.0117395003351	0.0499161177783	0.774462277448	0.159831414359
s	0.0025145151028	0.00260813309862	0.0123609667784	0.0544026725928	0.702548759149	0.22556513812
i	0.00322243170093	0.00326208769954	0.0101471455928	0.0428932241976	0.65745225305	0.28302304604
</S>	0.00301581585046	0.00302098384977	0.0069973577964	0.0312241120988	0.674206126525	0.28153552302
