 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.69843	0.1797446	0.04878615	0.00636647	0.004710875	0.00357049	0.003812445	0.003501465	0.00546602	0.0064158	0.023812705	0.01538305
n	0.450556	0.259925533333	0.121143916667	0.01739313	0.00820046833333	0.00661992333333	0.00650417833333	0.00776679166667	0.00828355333333	0.0091776	0.043324235	0.06110465
è	0.270332333333	0.374852177778	0.168929305556	0.0253386433333	0.0122907894444	0.00778770444444	0.00662297611111	0.00889719388889	0.00801591444444	0.0083825	0.0384629116667	0.07008778
n	0.239186111111	0.400595059259	0.169324101852	0.0564168477778	0.0295373631481	0.0143431314815	0.0074437087037	0.00674800462963	0.00718285481481	0.007606	0.0256657705556	0.0359515566667
a	0.188546703704	0.289600019753	0.261402033951	0.0785980492593	0.040818987716	0.0198527104938	0.0103778695679	0.0110882448765	0.0136059382716	0.0142095333333	0.0383460235185	0.0335541188889
l	0.0992017679013	0.182833606584	0.266852677984	0.165552783086	0.074992562572	0.0546535368313	0.0219387565226	0.0147590149588	0.0151835194239	0.0155230611111	0.0414170745062	0.047091272963
l	0.0566399893004	0.0957105021947	0.190016559328	0.248093261029	0.128112854191	0.0967398456104	0.0418478188409	0.0167656049863	0.0124931131413	0.0159316703704	0.0401891581687	0.0574593909877
i	0.0509711297668	0.0679108673982	0.175141853109	0.272827420343	0.14445728473	0.0978648818701	0.043382672947	0.0187250349954	0.0142542377138	0.0190966567901	0.0479033193896	0.0474646969959
m	0.0375746099223	0.0451929557994	0.11480818437	0.232856306781	0.146223761577	0.0943455939567	0.0740229909823	0.0510803116651	0.0194733125713	0.02132331893	0.0394562064632	0.123642532332
o	0.0287986699741	0.0318807519331	0.0624720281233	0.19235360226	0.161481920526	0.122026897986	0.108935996994	0.0731138038884	0.0213433375238	0.0211267729767	0.0290688021544	0.147397410777
n	0.0244821899914	0.0263175506444	0.0508692760411	0.213103200753	0.180846973509	0.154318299329	0.133452665665	0.0698197012961	0.0182360125079	0.0160956909922	0.0238358340515	0.0886226035923
ì	0.0154710133305	0.0190879168815	0.047731325347	0.202370400251	0.21279699117	0.173192766443	0.152198555222	0.0679377670987	0.017386370836	0.0122245669974	0.0158686413505	0.0637340011974
s	0.0121526877768	0.0164129056272	0.044607408449	0.219770133417	0.227774997057	0.185624255481	0.146474851741	0.0659086223662	0.0219006569453	0.0120490589991	0.0108475071168	0.0364774003991
u	0.0127551625923	0.0158722352091	0.035948069483	0.220327377806	0.203725999019	0.18572908516	0.157235617247	0.0859891074554	0.0274865856484	0.0138823529997	0.0122456323723	0.0288032667997
m	0.0128180875308	0.015455278403	0.0281087564943	0.160046592602	0.164243999673	0.150130928387	0.161739872416	0.119622369152	0.0363888952161	0.0238120509999	0.0163426107908	0.1112910556
e	0.0154920625103	0.0168621594677	0.0230159521648	0.111571330867	0.129558333224	0.114622542796	0.169769624139	0.156520456384	0.053838365072	0.0335204836666	0.0197836369303	0.1554453852
m	0.0158205308368	0.0166592531559	0.0202948507216	0.0904974769557	0.109322677741	0.0962451475987	0.164642208046	0.168878152128	0.072638255024	0.0629948945555	0.0228747789768	0.1591318284
a	0.0159183536123	0.0164866177186	0.0188091169072	0.0648028923186	0.0910640259137	0.0739744825329	0.149885402682	0.186388717376	0.100517285008	0.0788898981852	0.0234300596589	0.1798329428
i	0.0176122512041	0.0179547392395	0.0192306723024	0.0565138641062	0.0804563419712	0.064888327511	0.149522800894	0.220016239125	0.142663761669	0.0737518993951	0.021455286553	0.1359336476
t	0.0139157337347	0.0141766264132	0.0152400574341	0.0505746880354	0.0777761473237	0.0594054425037	0.145345600298	0.210294746375	0.14995425389	0.086592666465	0.0202263621843	0.1564975492
u	0.0128176945782	0.0130825554711	0.014044452478	0.0485364960118	0.0715392491079	0.0561124475012	0.135586533433	0.181697248792	0.158105417963	0.108319255488	0.0238690540614	0.176289183067
s	0.0120365181927	0.0122865284904	0.0130338641593	0.0424912320039	0.0608603163693	0.0485615158337	0.125354177811	0.169020416264	0.171944805988	0.137200751829	0.0286319180205	0.178577394356
t	0.00962329939757	0.0098080494968	0.0103913980531	0.0333440440013	0.0503432054564	0.0386722052779	0.106280925937	0.155836472088	0.165259601996	0.17016725061	0.0290481393402	0.221224798119
a	0.00924047646586	0.0093880931656	0.0097603460177	0.0243917146671	0.0330862351521	0.0267815350926	0.076124341979	0.141095157363	0.190496533999	0.213681083537	0.0317180797801	0.234235932706
c	0.00725543215529	0.00777048438853	0.0104859986726	0.0425961382224	0.0402407450507	0.0404655116975	0.0785089473263	0.116171385788	0.172560278	0.235127027846	0.0483991599267	0.200418644235
i	0.0071657473851	0.00776686812951	0.0112250328909	0.0476862794075	0.0412557816836	0.0439884038992	0.0719172491088	0.0945061952627	0.144346192667	0.233250009282	0.0550580199756	0.241834214745
ù	0.00738082912837	0.0077360693765	0.00913221096363	0.0269359264692	0.0256071272279	0.0255425012997	0.0515469163696	0.112812798421	0.173612064222	0.230462669761	0.0609575399919	0.268273738248
r	0.00546040304279	0.00581066645883	0.00674816365454	0.0240565754897	0.0305331424093	0.0255478337666	0.0711852054565	0.129535599474	0.184098021407	0.21219188992	0.087329946664	0.217503579416
i	0.0063105143476	0.00653948215294	0.00722230455151	0.0231240251632	0.0296844808031	0.0246126445889	0.0687107684855	0.105874433158	0.172952340469	0.206865963307	0.141573648888	0.206530193139
a	0.0071561314492	0.00720337738431	0.0075945648505	0.0172149083877	0.017933193601	0.016538704863	0.0390948228285	0.0909824110527	0.167719446823	0.220283987769	0.162244216296	0.246034397713
m	0.00659127714973	0.0079501791281	0.0109147949502	0.0419242361292	0.040619397867	0.0408581582877	0.0640981409428	0.0962781703509	0.136434215608	0.210895329256	0.108816572099	0.234619465904
a	0.00601966571658	0.00783630970937	0.0116358216501	0.0495329120431	0.0468084359557	0.0481819727626	0.0691216136476	0.074791790117	0.0941061052027	0.173532776419	0.1517106907	0.266721821968
t	0.00492397190553	0.00552173990312	0.00695278388337	0.022919970681	0.0234043153186	0.0224820109209	0.0403284712159	0.0562146967057	0.0842265017342	0.153423925473	0.2276108969	0.351990940656
e	0.00453416396851	0.00469779330104	0.00533959129446	0.013887000227	0.0154472217729	0.0137447336403	0.0303653437386	0.0475945989019	0.0721952005781	0.134321341824	0.282883298967	0.374989980219
s	0.0042525279895	0.00425298776701	0.00457415376482	0.009932143409	0.011135290591	0.0096663978801	0.0236075345795	0.0416313663006	0.0650422668594	0.130941480608	0.301944099656	0.393019660073
m	0.00345657266317	0.003997022589	0.00660066458827	0.039454047803	0.0335330968637	0.03617415596	0.0614504448598	0.0640929554335	0.0816421556198	0.181456493536	0.190761966552	0.297379886691
à	0.00283505422106	0.00357093752967	0.00692824819609	0.0486710559343	0.0390427489546	0.0440304386533	0.0672717149533	0.0597667851445	0.0710934852066	0.155494764512	0.323311255517	0.177983295564
n	0.00248558807369	0.00276499584322	0.00412959606536	0.0206506853114	0.0181086563182	0.0190504195511	0.0299480049844	0.0409083617148	0.0503621950689	0.0968489548373	0.461205751839	0.253536765188
e	0.00502971269123	0.00424627861441	0.00543316535512	0.0128106551038	0.0119536187727	0.0118416031837	0.0171597016615	0.0340415205716	0.0441939316896	0.0764406516124	0.451735583946	0.325113588396
</S>	0.00736685134561	0.00564803430721	0.00706150267756	0.0115455275519	0.0101667243863	0.0103211165919	0.0135451008308	0.0271354102858	0.0399487658448	0.0608281758062	0.511282791973	0.295150294198
