 	sul	muro	vuole	uno	specchio	</S>
s	0.8025505	0.14345835	0.00848458	0.013624275	0.012492055	0.019390155
t	0.6140505	0.289892783333	0.0143114266667	0.0199919916667	0.019194285	0.0425587183333
o	0.539512166667	0.343584594444	0.0182502088889	0.0224411972222	0.025767995	0.0504433394444
t	0.460222722222	0.315268198148	0.040618602963	0.0312940324074	0.0654607316667	0.0871349131481
ì	0.314962907407	0.431188066049	0.0563657009877	0.0288975708025	0.0727565105556	0.0958285043827
c	0.260715969136	0.481268022016	0.133307700329	0.0156358269342	0.0435117701852	0.0655602347942
h	0.193163989712	0.438624340672	0.204267566776	0.0301606856447	0.0443032900617	0.0894799449314
o	0.129957829904	0.352733780224	0.312859522259	0.0429992285482	0.0421959633539	0.11925364831
t	0.0805938433013	0.188141693408	0.363279840753	0.0524619761827	0.046152821118	0.269369549437
è	0.0514514811004	0.103833731136	0.431236280251	0.0499789587276	0.0458477070393	0.317651516479
l	0.0332754937001	0.100007977045	0.448284760084	0.0740816529092	0.0614453356798	0.282904838826
i	0.0280307979	0.0877898923483	0.292686920028	0.100123984303	0.112913111893	0.378455279609
o	0.0298136326333	0.0509094641161	0.195030873343	0.104379428101	0.186854037298	0.433012093203
j	0.0187510808778	0.0287891547054	0.101626057781	0.179312476034	0.339484679099	0.332036031068
e	0.0100381136259	0.0162952749018	0.053643385927	0.205140158678	0.477672893033	0.237209677023
l	0.00724303454197	0.0120786816339	0.0335323619757	0.252461719559	0.484996631011	0.209687225674
ì	0.00440734484732	0.0103971305446	0.0283119206586	0.24810500652	0.534395210337	0.174383408558
</S>	0.00397140242366	0.0089817702723	0.0247820603293	0.16681515326	0.608592605169	0.186857204279
