 	lo	sentii	che	viene	</S>
t	0.8463005	0.1001962	0.006890285	0.020027275	0.026585745
o	0.6564125	0.243579733333	0.0152748616667	0.037102725	0.0476301483333
n	0.3905455	0.325490577778	0.0873089538889	0.062289175	0.134365816111
ì	0.252388166667	0.419622859259	0.114249651296	0.0607336916667	0.153006038704
k	0.182724288889	0.43501328642	0.0939002170987	0.0582434305556	0.230119112901
u	0.0890620296297	0.261394428807	0.295769072366	0.0826012101852	0.271173170967
s	0.0558108432099	0.135303009602	0.472953357455	0.110733670062	0.225198856989
a	0.0412256477366	0.076706836534	0.415640119152	0.213454890021	0.252972285663
n	0.0281487192455	0.0496635455113	0.342814373051	0.37340996334	0.205963428554
a	0.0166175097485	0.0281386818371	0.228578791017	0.483993654447	0.242671476185
r	0.0118468199162	0.0166419206124	0.0974386636723	0.627921884816	0.246150492062
t	0.00612753997207	0.00814340353747	0.0478999212241	0.740984294939	0.196844830687
i	0.00552183999069	0.00617903451249	0.0295682737414	0.66661376498	0.292117276896
</S>	0.00551248499535	0.00530546225624	0.0221976368707	0.58970588249	0.377278638448
