 	l	ho	sentito	che	veniva	</S>
o	0.845912	0.0880151	0.00807428	0.012667895	0.023252565	0.022078005
n	0.580992666667	0.184879033333	0.03995006	0.0384528983333	0.0522355883333	0.103489935
ì	0.355334555556	0.357484344444	0.05873322	0.0464885661111	0.0571563961111	0.124803345
k	0.232266818519	0.385333781481	0.16041514	0.0468464887037	0.067836332037	0.107301815
u	0.100299906173	0.22834852716	0.391071713333	0.0621579962346	0.106854444012	0.111267705
s	0.053737835391	0.113603109053	0.458810904444	0.151328965412	0.134894481337	0.0876249683333
a	0.0351192451303	0.063879736351	0.336976968148	0.302266321804	0.174549160446	0.0872085561111
k	0.0235091983768	0.044241212117	0.212705989383	0.459303440601	0.162928986815	0.0973107853704
a	0.0159338827923	0.0305599707057	0.122350996461	0.4783294802	0.190890262272	0.16193526179
è	0.0152459942641	0.0237702569019	0.0764713988203	0.3544674934	0.339430087424	0.19061475393
r	0.0110186547547	0.0168143123006	0.0663902996068	0.322005831133	0.397478362475	0.186292584643
k	0.0132365415849	0.0168273307669	0.0594192332023	0.333351943711	0.292890120825	0.284275194881
a	0.017946447195	0.0195982102556	0.0445492110674	0.243545481237	0.212135040275	0.46222606496
t	0.015776849065	0.0167236367519	0.0334133370225	0.135700893746	0.220328680092	0.578057021653
o	0.0138316830217	0.0142656789173	0.0275205123408	0.092880064582	0.240945226697	0.610557340551
</S>	0.0141749415109	0.0138188894587	0.0233526061704	0.073670332291	0.252525613348	0.622458170275
