 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.62212	0.1815422	0.01590318	0.03005491	0.03066556	0.05437608	0.065337855
n	0.350749333333	0.3814054	0.0333932933333	0.0361876366667	0.0360323866667	0.06792946	0.094302385
a	0.190313111111	0.511400133333	0.0486699977778	0.0296904455556	0.0300888955556	0.0706149533333	0.119222561667
v	0.10490467037	0.356879911111	0.208980632593	0.0421512151852	0.0418124318519	0.0706714177778	0.174599853889
o	0.05938315679	0.18674317037	0.348253877531	0.0540017383951	0.048810477284	0.0614134392593	0.24139428463
r	0.04347281893	0.129154923457	0.30134829251	0.0918752127984	0.0715387590947	0.0656226130864	0.29698742821
à	0.0269248729767	0.075248107819	0.308764430837	0.149398737599	0.103902586365	0.0577087376955	0.27805247607
s	0.0200111576589	0.0523473026063	0.310180476946	0.234404912533	0.137868862122	0.0428116125652	0.202375492023
o	0.0141455858863	0.0384558675354	0.212287392315	0.319686637511	0.229125287374	0.0402284708551	0.146070830674
t	0.0112831386288	0.0322730225118	0.137254364105	0.341041212504	0.279379429125	0.045148590285	0.153620276891
o	0.00934203954293	0.0268030408373	0.0958087213683	0.330581737501	0.280267476375	0.064060430095	0.19313642563
t	0.00747154318098	0.0215137136124	0.0628276404561	0.2920469125	0.306309158792	0.100760810032	0.209070141877
s	0.00904539439366	0.0250998045375	0.079046680152	0.258988304167	0.337239386264	0.105773436677	0.184806713959
o	0.00927452813122	0.0252823348458	0.0727904267173	0.198324601389	0.270197128755	0.230094978892	0.194035904653
m	0.00604337271041	0.0164722116153	0.0398860089058	0.14849836713	0.232558042918	0.348059992964	0.208482301551
ì	0.00431738757014	0.0121046105384	0.0305995029686	0.116946622377	0.212700547639	0.386400997655	0.236930767184
k	0.00377733252338	0.00848662684613	0.0221791343229	0.0684932741257	0.134423049213	0.465757999218	0.296882589061
a	0.00521479084113	0.00742101561538	0.0156969447743	0.0448752247086	0.091951383071	0.464848666406	0.36999186302
i	0.00542016361371	0.00662744187179	0.0122831115914	0.0325194749029	0.0522490276903	0.470577888802	0.42032295434
m	0.00369146120457	0.00640233395726	0.0225109671971	0.0483465249676	0.0917085425634	0.491695962934	0.335644318113
è	0.00257054040152	0.00623741798575	0.0259405490657	0.0560267749892	0.112762780854	0.494479320978	0.301982772704
r	0.00266653680051	0.00474729599525	0.0136159730219	0.0373724583297	0.0656480269513	0.474305440326	0.401644590901
i	0.00425212560017	0.00454692533175	0.0106768543406	0.0253744194432	0.0393125089838	0.419956146775	0.495881196967
</S>	0.00542265780008	0.00476186766588	0.0112170271703	0.0218469097216	0.0332687544919	0.395566573388	0.527916098483
