 	ho	finito	di	scrivere	</S>
s	0.8031535	0.08162845	0.0165076	0.0537644	0.04494605
p	0.5962835	0.115044516667	0.0238405	0.121077233333	0.143754283333
ì	0.4280075	0.271481172222	0.0243346666667	0.116013877778	0.160162794444
c	0.362622166667	0.484712724074	0.0361914888889	0.049096625926	0.067377198148
c	0.301471055556	0.510095241358	0.0821947962963	0.0438730753087	0.0623658993827
e	0.272082685185	0.466353413786	0.140795598765	0.0530056584362	0.0677627664609
t	0.242644895062	0.434788804595	0.165717532922	0.0677198528121	0.0891291221536
s	0.194250131687	0.313514934865	0.278608177641	0.084807217604	0.128819707385
a	0.102433777229	0.186868278288	0.517855059214	0.0786157392013	0.114227535795
à	0.0584758590763	0.111176926096	0.687690353071	0.0555106797338	0.087146545265
t	0.0356490196921	0.0684136753653	0.60690311769	0.117139259911	0.171894915088
s	0.025078306564	0.0493446584551	0.410816705897	0.181749753304	0.333010638363
e	0.0243216355213	0.0512760861517	0.274591235299	0.252011584435	0.397799546121
g	0.0183096451738	0.0349716953839	0.219147078433	0.407886194812	0.319685515374
r	0.0141036150579	0.0220370317946	0.190955692811	0.474054398271	0.298849505125
à	0.010266211686	0.0156558605982	0.11308686427	0.569010799424	0.291980168375
t	0.00542064722867	0.00898694686607	0.0705231214233	0.704180266475	0.210889056125
s	0.00574505907622	0.0108414589554	0.0717385738078	0.634949088825	0.276726018708
i	0.00598043302541	0.0111846363185	0.0575649579359	0.561047696275	0.364222339569
</S>	0.0044347765127	0.00736964315925	0.036339628968	0.589739348137	0.362116669785
