 	non	ti	dimentichiamo	mai	</S>
e	0.772276	0.1870926	0.00683729	0.013715275	0.020078655
s	0.525547333333	0.348206866667	0.0257701866667	0.0239228583333	0.0765525183333
e	0.303454777778	0.534596955556	0.0371350955556	0.0275019861111	0.0973109061111
a	0.236355592593	0.567358318519	0.0751500651852	0.0326320953704	0.088503702037
l	0.159601264198	0.36415787284	0.306882355062	0.0394586984568	0.129899900679
l	0.0800751213993	0.177585557613	0.416084451687	0.0549954661523	0.27125963356
i	0.0566855404664	0.101765652538	0.378662483896	0.0984044553841	0.364482211187
m	0.0336422701555	0.0538861175127	0.392447161299	0.186670485128	0.333354403729
o	0.0189399133852	0.0289396391709	0.317450053766	0.261776495043	0.372894134576
n	0.0127913044617	0.0174428163903	0.270882684589	0.301178831681	0.397704378192
ù	0.00762415482057	0.0115360421301	0.23994656153	0.406876943894	0.334016459397
m	0.00737946160686	0.0121168140434	0.197398853843	0.437564981298	0.345540486466
e	0.0118368772023	0.0152452046811	0.144668717948	0.441748660433	0.386501162155
m	0.0120789724008	0.0138671148937	0.100052005983	0.482916220144	0.391085720718
à	0.00903013746693	0.0106866849646	0.096602068661	0.466964073381	0.416716906906
i	0.0120876791556	0.0128123283215	0.076153922887	0.449472357794	0.449473635635
</S>	0.0140741395778	0.0145564641607	0.0577887114435	0.435631178897	0.477949317817
