 	non	ha	mangiato	mai	un	rustico	</S>
e	0.765054	0.16674895	0.01526785	0.005200035	0.008023665	0.01670285	0.02300273
n	0.513712333333	0.25078065	0.08766675	0.0166856483333	0.0129451883333	0.0337439166667	0.08446581
è	0.306499444444	0.408040883333	0.12314715	0.0208384461111	0.0132563827778	0.0330923722222	0.0951256066667
c	0.221136481481	0.508641961111	0.178488283333	0.0295459787037	0.00840864092593	0.0162592340741	0.0375193588889
h	0.144623193827	0.387216653704	0.335908094444	0.0666692595679	0.0175480403086	0.0203341546914	0.0277007062963
i	0.0834514979423	0.226014317901	0.527030031481	0.089750719856	0.0225411801029	0.0255971182305	0.0256153020988
f	0.0447435659808	0.123986805967	0.55819067716	0.133691539952	0.0230142933676	0.0233649060768	0.0930080673663
a	0.0337909219936	0.081396701989	0.39750922572	0.309629513317	0.0283323977892	0.0274569686923	0.121883922455
m	0.0256615739979	0.0521322673297	0.238911041907	0.371017837772	0.0703428992631	0.0384138562308	0.203520207485
è	0.017672424666	0.0328842224432	0.135306313969	0.396064612591	0.142000633088	0.0391997520769	0.236872035828
n	0.017660708222	0.0366786408144	0.11830143799	0.44285853753	0.147672877696	0.0405518506923	0.196275978609
a	0.021461336074	0.0389714136048	0.08702757933	0.315465179177	0.243794625899	0.0748524168974	0.218427659536
m	0.018103745358	0.0274348712016	0.0522780597767	0.203891726392	0.362030208633	0.0916164389658	0.244645219845
à	0.013270481786	0.0209031904005	0.0444577199256	0.174755242131	0.391732402878	0.0919044463219	0.262976739948
i	0.017004827262	0.0211826634668	0.0442974733085	0.163766414044	0.384104134293	0.130662148774	0.238982579983
è	0.018358175754	0.0215311211556	0.0445155577695	0.131610071348	0.306835378098	0.206261382925	0.270888193328
n	0.011532061918	0.0152569403852	0.0422471859232	0.107148557116	0.280007459366	0.220170460975	0.323636731109
a	0.019606257306	0.0208625467951	0.0414604286411	0.0842305190387	0.238093486455	0.251615820325	0.344130577036
n	0.0219949124353	0.022290062265	0.035947109547	0.0689520063462	0.214560495485	0.277726273442	0.358529192345
r	0.0122610308118	0.0130970340883	0.022995969849	0.0502874687821	0.183303398495	0.274256091147	0.443799064115
ù	0.00983442693727	0.00970233802943	0.0150806566163	0.0315097562607	0.106812032832	0.434601697049	0.392459354705
s	0.00782863897909	0.00852290934314	0.0166487522054	0.0432489854202	0.119469344277	0.478765565683	0.325515784902
t	0.011379792993	0.0122795064477	0.0203636174018	0.0520063951401	0.129532614759	0.349467855228	0.424969928301
i	0.020015064331	0.0191773354826	0.0218677391339	0.0434665317134	0.10177130492	0.358307951743	0.4353939761
k	0.0180166714437	0.0167554884942	0.0183918930446	0.0391056772378	0.123309034973	0.344377983914	0.440043325367
o	0.0259269404812	0.0239935061647	0.0237733443482	0.0439053257459	0.130808244991	0.274104994638	0.477487775122
</S>	0.0409123202406	0.0374016030824	0.0335284721741	0.0485608128729	0.105453472495	0.272669497319	0.461473887561
