 	sto	ancora	cucinando	</S>
s	0.7690965	0.13507325	0.0405093	0.0553204
t	0.6055685	0.193042083333	0.0587074666667	0.142681833333
e	0.499449833333	0.215851694444	0.0664111222222	0.218287611111
a	0.432045944444	0.243241231481	0.0858560074074	0.23885687037
n	0.271709214815	0.386229410494	0.0971753024691	0.24488595679
k	0.133193038272	0.402966803498	0.11965806749	0.344181985597
ò	0.0935206127573	0.392565267833	0.134116022497	0.379798328532
r	0.130262404252	0.414414755944	0.152142674166	0.303180442844
a	0.132863601417	0.258919918648	0.231226224722	0.376990147615
m	0.0630420004723	0.167627972883	0.346471074907	0.422858382538
a	0.0356600668241	0.119367557628	0.338176358302	0.506795794179
r	0.0238156289414	0.058779525876	0.324084119434	0.593321264726
è	0.0142643496471	0.0360233486253	0.361003039811	0.588709754909
o	0.0201155832157	0.0379844162084	0.387373679937	0.55452658497
n	0.0181654977386	0.0438341387361	0.471944226646	0.466056528323
t	0.0135488359129	0.0581841795787	0.399169408882	0.529097842774
a	0.0166007453043	0.0586661598596	0.270824802961	0.653908280925
</S>	0.0170707226521	0.0507601799298	0.24725790148	0.684911140463
