 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.605154	0.2391665	0.0234951	0.03403256	0.07235937	0.02579265
s	0.354358666667	0.3767815	0.1021729	0.0416901533333	0.0942405233333	0.0307564833333
o	0.175422288889	0.511547166667	0.164760633333	0.0321342844444	0.0782356077778	0.0379000944444
s	0.0920697296297	0.420211055556	0.311249544444	0.0436820614815	0.0685059692593	0.0642816648148
e	0.0553039098766	0.242064685185	0.496170514815	0.0565379871605	0.0676507564198	0.0822719216049
è	0.0399534032922	0.169766261728	0.601663838272	0.0694279957202	0.0560130188066	0.0631750072016
m	0.0280255010974	0.097636520576	0.537375612757	0.145858098573	0.0450408062689	0.146062935734
b	0.0313734003658	0.072812340192	0.418186870919	0.223892366191	0.0665038687563	0.187230545245
i	0.0320050334553	0.0586649133973	0.380663956973	0.332813455397	0.0897428229188	0.106109248415
à	0.0210954444851	0.0351377711324	0.316723318991	0.461468485132	0.0809047409729	0.0846698161383
t	0.015523181495	0.0247038237108	0.276811439664	0.453165161711	0.0899397136576	0.139856505379
t	0.013990327165	0.0196320745703	0.209124146555	0.420105387237	0.128135237886	0.209012835126
i	0.011702999055	0.0153624515234	0.129270315518	0.345742795746	0.246573079295	0.251348278375
f	0.00817773301833	0.0100964838411	0.0770390051727	0.236595931915	0.330541359765	0.337549426125
i	0.00664352100611	0.00737738128037	0.0514870683909	0.156778443972	0.384217786588	0.393495808708
n	0.00590137033537	0.00616338709346	0.0441369894636	0.130927614657	0.424207262196	0.388663269569
è	0.00476573011179	0.00507406903115	0.0439831298212	0.123875038219	0.509459087399	0.312842756523
s	0.0044942933706	0.00465820301038	0.0270597766071	0.069079446073	0.558157029133	0.336550918841
t	0.00534115445687	0.00526592767013	0.024429558869	0.051077648691	0.435298009711	0.478587639614
r	0.00683922481896	0.00604241589004	0.0254723862897	0.046266382897	0.373934669904	0.541445213205
a	0.00804669160632	0.00692562863001	0.0197573620966	0.0359240609657	0.386192223301	0.543154071068
</S>	0.00868533580316	0.007909899315	0.0157389810483	0.0295445304829	0.40814061165	0.529980535534
