 	le	melanzane	vogliono	girate	</S>
e	0.8982945	0.0479173	0.00534706	0.01241451	0.036026605
m	0.644916833333	0.239546833333	0.00836119333333	0.01776067	0.0894142683333
a	0.451592944444	0.340682611111	0.0139937644444	0.03493049	0.158800089444
r	0.356350314815	0.432498537037	0.0151109214815	0.03822983	0.157810163148
a	0.225741104938	0.595386179012	0.0149697404938	0.02708291	0.136819854383
n	0.172271734979	0.614966726337	0.0246193134979	0.0328344033333	0.155307618128
g	0.131960944993	0.632201575446	0.0393674044993	0.0365588344444	0.159910872709
i	0.145585648331	0.504589191815	0.0460529014998	0.0450499781481	0.258722290903
à	0.16378521611	0.422307063938	0.0688687338333	0.0515863593827	0.293452763634
n	0.12543360537	0.375588687979	0.0972099112778	0.104574053128	0.297193587878
e	0.122733068457	0.265200229326	0.101364637093	0.155351351043	0.355350529293
e	0.161667022819	0.219393409775	0.095533579031	0.173350117014	0.350056176431
t	0.115324807606	0.158743269925	0.0854464930103	0.207920705671	0.43256505881
è	0.0748049358687	0.146966223308	0.10229609767	0.188725568557	0.487207352937
l	0.0581855119562	0.136320274436	0.14296936589	0.166958189519	0.495567117646
u	0.0632425039854	0.0993619914787	0.129522655297	0.197823063173	0.510050039215
n	0.0637765679951	0.0868854971596	0.148608751766	0.214049687724	0.486679679738
v	0.041858422665	0.0677765657199	0.160629250589	0.231857895908	0.497878226579
o	0.0451935408883	0.0530949885733	0.096548716863	0.231842631969	0.57332040886
t	0.0338834802961	0.0330790095244	0.0541572722877	0.319874877323	0.55900546962
i	0.023965093432	0.0220299498415	0.0338730574292	0.411919292441	0.508212489873
m	0.0197027844773	0.0583757832805	0.0856275858097	0.43982809748	0.396465496624
m	0.0107869381591	0.0689210610935	0.11874619527	0.52155069916	0.279995165541
è	0.0111656693864	0.0357469203645	0.08024356509	0.500896233053	0.37194805518
n	0.0125661264621	0.0210933367882	0.04989635503	0.442953411018	0.473491351727
e	0.0110844788207	0.0140599422627	0.0319793183433	0.460243470339	0.482633117242
</S>	0.0117463894103	0.0133628211314	0.0270639591716	0.47970423517	0.468122558621
