 	non	ha	che	li	aspettiamo	</S>
e	0.797398	0.1473817	0.008586675	0.004791905	0.02124519	0.020596095
n	0.539627	0.2370839	0.0976773916667	0.011638145	0.0309621966667	0.083011165
è	0.315709333333	0.3989003	0.149097330556	0.0144208616667	0.0256446655556	0.096227355
n	0.206726677778	0.462146766667	0.203938643519	0.0240876338889	0.0240304551852	0.0790697516667
a	0.105986192593	0.301801588889	0.418424214506	0.0623373446296	0.0314002850617	0.0800506505556
t	0.057573297531	0.152240596296	0.491792404835	0.148268781543	0.0508036283539	0.0993216168519
u	0.0398703325103	0.085682065432	0.393294468278	0.288103593848	0.0755827094513	0.117467172284
s	0.0289961108368	0.053559355144	0.250969722759	0.323068197949	0.16018010315	0.183226357428
m	0.0164543602789	0.0274939517147	0.152013807586	0.305966399316	0.194495034383	0.303576119143
ì	0.0140505767596	0.0261436172382	0.147236935862	0.398688799772	0.130556744794	0.283323039714
n	0.0162417589199	0.0364816057461	0.120730545287	0.390978599924	0.129087314931	0.306479679905
o	0.0177611529733	0.0336013019154	0.0697000150957	0.246491199975	0.31843843831	0.314007559968
m	0.0139367043244	0.0212569006385	0.0380342716986	0.164396399992	0.446893479437	0.315481853323
e	0.0112806214415	0.0162484002128	0.0252112905662	0.109701399997	0.502157493146	0.335400617774
</S>	0.0127255107208	0.0144332001064	0.0195119452831	0.0662015999985	0.598283246573	0.288844808887
