 	ho	messo	uno	specchio	sul	muro	</S>
è	0.485681	0.4032125	0.012470175	0.012438035	0.0296177	0.02945549	0.0271248
v	0.263293666667	0.523843166667	0.038503525	0.0171376116667	0.0343148	0.0447642966667	0.0781428666667
a	0.177300888889	0.557401388889	0.0504299083333	0.0185651372222	0.0279436	0.0450626655556	0.123296622222
l	0.116024662963	0.44483212963	0.194616702778	0.0396253790741	0.0255541	0.0466663551852	0.132680874074
a	0.0903732209877	0.281632376543	0.298487900926	0.0529646930247	0.0240111333333	0.0554812517284	0.197049624691
è	0.0749626069959	0.226051792181	0.332551300309	0.0816286976749	0.0206378111111	0.0443433172428	0.219824541564
n	0.0502090356653	0.14133516406	0.418829433436	0.127747899225	0.014996337037	0.0314863390809	0.215396180521
a	0.0359620118884	0.0999285546867	0.379645144479	0.208683633075	0.013227145679	0.028403113027	0.234151060174
n	0.0258916372961	0.0652691182289	0.382648381493	0.252064877692	0.0167903152263	0.0328283043423	0.224507686725
j	0.0199842790987	0.0371257394096	0.331622127164	0.269825292564	0.0415669050754	0.0678174681141	0.232057895575
a	0.0161022596996	0.0347144464699	0.184406975721	0.310763430855	0.0663576683585	0.107984822705	0.279670298525
l	0.0112816465665	0.02557331549	0.141445591907	0.235501243618	0.117416456119	0.220975274235	0.247806766175
ì	0.0083788888555	0.0168487051633	0.127096363969	0.200590514539	0.151315485373	0.270211424745	0.225558588725
s	0.0104327762852	0.0208962683878	0.114032954656	0.270739504846	0.143370828458	0.182286808248	0.258240862908
t	0.0132332254284	0.0252298561293	0.125527651552	0.273637168282	0.179950276153	0.158662269416	0.223759620969
o	0.0103828951428	0.0215359187098	0.089120317184	0.175360356094	0.209207092051	0.284954089805	0.20943920699
t	0.00544345838093	0.0117160262366	0.0397671723947	0.0809537853647	0.171904030684	0.518451363268	0.171764168997
ì	0.00327671279364	0.0069452254122	0.0227787574649	0.0459338284549	0.139796676895	0.629579787756	0.151689156332
c	0.00272025759788	0.00570939180407	0.0222157524883	0.0428597428183	0.146660892298	0.637174929252	0.142659152111
h	0.00618698586596	0.00680541726802	0.0291145841628	0.0447029476061	0.145059964099	0.604591643084	0.16353881737
o	0.00798268195532	0.00688334575601	0.0236946647209	0.0333262158687	0.128613321366	0.551715881028	0.247784272457
</S>	0.00639312097766	0.00522083287801	0.0150346873604	0.0245383079344	0.117629160683	0.548959440514	0.282224636228
