 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.5219785	0.272094	0.04589085	0.0181064	0.0312217	0.0287648	0.08194375
ò	0.571665166667	0.236580666667	0.0454027166667	0.0159293333333	0.0292619666667	0.0289298333333	0.07223015
p	0.477415722222	0.350583555556	0.0683101388889	0.0167924444444	0.0179407222222	0.0211839111111	0.0477735833333
u	0.259289240741	0.530264185185	0.0841709462963	0.0299954814815	0.0175951407407	0.0248407037037	0.0538444611111
o	0.169515080247	0.519349061728	0.140753548765	0.0550079271605	0.0238241135802	0.0337894345679	0.0577609203704
G	0.0996836934157	0.386566353909	0.296509182922	0.0580031423868	0.0305227378601	0.043681744856	0.0850331067901
i	0.0809194978052	0.343322451303	0.302931394307	0.0577045474623	0.0427377459534	0.0545694816187	0.117814702263
o	0.0773603659351	0.341642817101	0.294766798102	0.0758490158208	0.0450899486511	0.0501331272062	0.115157667421
v	0.0617868219784	0.300550272367	0.390561932701	0.0706828386069	0.0424888828837	0.0468526757354	0.087076455807
à	0.0569067406595	0.291816090789	0.453974977567	0.061049812869	0.0358038276279	0.0383094585785	0.0621392519357
n	0.0751472802198	0.298604363596	0.440019659189	0.0590889042897	0.0239493425426	0.0214635195262	0.0817270506452
n	0.0773143267399	0.251639454532	0.407057553063	0.0770933014299	0.0425931808475	0.0219428398421	0.122359683548
i	0.0515515089133	0.154095651511	0.446539851021	0.15438143381	0.0548426602825	0.0257306132807	0.112858861183
j	0.0296416029711	0.087889883837	0.34330025034	0.18971581127	0.116896253427	0.0787093044269	0.153846920394
ù	0.0213944009904	0.0626626946123	0.268513050113	0.23914693709	0.144760984476	0.0936376014756	0.169884206798
r	0.0224794669968	0.0710410982041	0.335690683371	0.303240645697	0.104059561492	0.0478960338252	0.115592602266
i	0.0197678556656	0.0607055994014	0.270283561124	0.370618548566	0.132237520497	0.0486856446084	0.0977012007553
s	0.0151510518885	0.0435813331338	0.167636520375	0.375011516189	0.186527506832	0.0780445148695	0.134047433585
e	0.0121658106295	0.0322964777113	0.112756673458	0.295022172063	0.246889835611	0.135171171623	0.165697811195
è	0.00941498020983	0.0267382925704	0.0698203911527	0.237950724021	0.258449278537	0.247500057208	0.150125937065
s	0.00696257340328	0.0212198641901	0.0707168970509	0.168018908007	0.223038092846	0.370372019069	0.139670979022
s	0.00591037113443	0.0188352880634	0.065199899017	0.141971636002	0.238516697615	0.386211673023	0.143353659674
u	0.00503155704481	0.0145806460211	0.0372152496723	0.104818745334	0.226992565872	0.445352891008	0.166007553225
</S>	0.00404895352241	0.00982634801055	0.0230032998362	0.067508672667	0.185667282936	0.534253945504	0.175690776612
