 	non	li	aspettiamo	più	</S>
e	0.6871395	0.24938835	0.00693452	0.02936477	0.0271729
t	0.430606833333	0.363283783333	0.02597986	0.0678747566667	0.112254933333
u	0.242282611111	0.489640594444	0.0342265533333	0.0858549855556	0.147995677778
s	0.154526237037	0.471160198148	0.111409617778	0.116704728519	0.146199592593
m	0.102056279012	0.323866732716	0.255333205926	0.145659909506	0.173084197531
è	0.091030093004	0.379448577572	0.314527401975	0.0985352031687	0.11645883251
n	0.0919335310013	0.454599525857	0.251227467325	0.0947663010562	0.107472710837
u	0.0763577770004	0.319333441952	0.345641155775	0.127779767019	0.130887236946
m	0.0404381923335	0.133611347317	0.407381718592	0.22371992234	0.194848412315
e	0.0217019307778	0.0552085157723	0.232307172864	0.430893307447	0.259888804105
p	0.0117899479259	0.0231653252574	0.119329757621	0.632970769149	0.212743934702
l	0.00567364364197	0.0096367050858	0.076446719207	0.736984589716	0.171258311567
è	0.00608502788066	0.00883717836193	0.0627524064023	0.709001529905	0.213324103856
o	0.0104549326269	0.0122523927873	0.0586130021341	0.661734176635	0.256945701285
</S>	0.0137364663134	0.0139041463937	0.062419101067	0.655970588317	0.253969850642
