 	il	vestito	della	sposa	vuole	bianco	</S>
o	0.8150685	0.10990235	0.017793085	0.00754064	0.004548495	0.022761455	0.0223856
à	0.5705565	0.30656845	0.0466335616667	0.01081998	0.00571008166667	0.0294357183333	0.0302759
b	0.286982933333	0.466112483333	0.165727487222	0.0173103266667	0.00525351388889	0.0263776394444	0.0322358
b	0.140016977778	0.470196494444	0.303827829074	0.0266904755556	0.00769515796296	0.0225009131481	0.0290724333333
i	0.0841306925927	0.434152498148	0.402291276358	0.0285193585185	0.0120203526543	0.017361637716	0.0215243777778
t	0.0608036975309	0.321884832716	0.478216425453	0.0622523861728	0.0265397842181	0.0233068459053	0.0269961925926
o	0.0533403658436	0.226838944239	0.509853475151	0.0894106620576	0.032953361406	0.0319180486351	0.0556853641975
u	0.0508993552812	0.176587314746	0.478143158384	0.116352087353	0.029002853802	0.038761949545	0.110253121399
k	0.0426644517604	0.117054238249	0.351115719461	0.221446362451	0.0762709846007	0.043921716515	0.1475263738
o	0.0344940505868	0.088117446083	0.26077023982	0.29327145415	0.100148494867	0.0503478388383	0.172850457933
r	0.0307102501956	0.0652486486943	0.191095846607	0.347731484717	0.125712998289	0.0619825796128	0.177518152644
a	0.0228436167319	0.0461722162314	0.116263182202	0.395540494906	0.181604332763	0.0684546598709	0.169121717548
s	0.018481872244	0.0364832720771	0.0796690274007	0.385883498302	0.224694444254	0.0880301532903	0.166758239183
ì	0.0125486374147	0.0255169906924	0.0507577758002	0.382553166101	0.287278814751	0.0888664177634	0.152478413061
u	0.0120895924716	0.0234542302308	0.0394761919334	0.357879722034	0.303448271584	0.0710637725878	0.192588137687
t	0.0119391908239	0.0182864434103	0.0278318973111	0.296265574011	0.261927757195	0.128905524196	0.254844045896
è	0.0091880069413	0.0147989478034	0.0218769991037	0.22669352467	0.214819585732	0.247828841399	0.264794681965
l	0.00674200898043	0.0129617759345	0.0238848997012	0.154618441557	0.164840528577	0.414545947133	0.222406560655
i	0.00523479632681	0.00878636864483	0.0195827765671	0.0823024471857	0.093696342859	0.570927982378	0.219469186885
à	0.0042337487756	0.00555572621494	0.0096053888557	0.0379991157286	0.0424307476197	0.627006994126	0.273168395628
s	0.00238311025853	0.00322169207165	0.00505827628523	0.0281743052429	0.0309527825399	0.692058998042	0.238151131876
p	0.00225606408618	0.00406039069055	0.00547583542841	0.0306800017476	0.0382187275133	0.671656332681	0.247652710625
r	0.00368669469539	0.00631605023018	0.00812268180947	0.0364567339159	0.0433905091711	0.592633110894	0.309394236875
o	0.00530070156513	0.00660024674339	0.00830743393649	0.0301199113053	0.035324203057	0.551939370298	0.362408078958
</S>	0.00610831578257	0.00640223337169	0.00780334696824	0.0205502056526	0.0291088515285	0.510071185149	0.419955539479
