 	deve	essere	bianco	</S>
è	0.8463925	0.03857565	0.05328135	0.0617505
n	0.7154195	0.0979293166667	0.0684465166667	0.1182045
a	0.463874166667	0.321161105556	0.0610932055556	0.1538715
è	0.215801922222	0.586443035185	0.0636895018519	0.1340656
n	0.105244274074	0.541722345062	0.172253167284	0.180779966667
e	0.050447891358	0.281811915021	0.439802722428	0.227936988889
à	0.0224031471193	0.11347823834	0.607878574143	0.256239662963
s	0.0103750957064	0.05141421278	0.691447858048	0.246762554321
p	0.00633373190213	0.0388241709267	0.676886286016	0.277955518107
r	0.00891908063404	0.0476873236422	0.542692428672	0.400700839369
o	0.00988008354468	0.0383649745474	0.467081476224	0.48467327979
</S>	0.00838507677234	0.0264115372737	0.430972738112	0.534230639895
