 	la	pasta	vuole	sale	</S>
i	0.7797165	0.14641155	0.015314105	0.02281324	0.035744605
p	0.507748833333	0.222235516667	0.119142268333	0.06269368	0.0881800016667
à	0.270303611111	0.412634838889	0.161813856111	0.0669342933333	0.0883141005556
s	0.178407837037	0.533721612963	0.156277718704	0.0622141644444	0.0693791335185
t	0.100187079012	0.410120870988	0.254556239568	0.141475054815	0.0936610445062
a	0.0650630263373	0.262760290329	0.391485746523	0.167031351605	0.113660014835
t	0.0439140421124	0.148926296776	0.367324248841	0.167484117202	0.272352004945
è	0.0318586807041	0.098892965592	0.32522941628	0.198103372401	0.345916001648
l	0.0262208602347	0.087912321864	0.339193805427	0.203233124134	0.343439667216
i	0.0188955200782	0.0558139739547	0.196733735142	0.378812374711	0.349744222405
à	0.0105252433594	0.0263212979849	0.0796673450473	0.651002458237	0.232483740802
l	0.00495875778647	0.0132255726616	0.0406943150158	0.782121819412	0.158999580267
a	0.00445650259549	0.00962501755387	0.0264444883386	0.754664939804	0.204809193422
</S>	0.00548161629775	0.00897869877693	0.0173054691693	0.699344969902	0.268889596711
