 	non	aveva	dove	a	stare	</S>
e	0.7523355	0.1809231	0.01199023	0.008715835	0.01630649	0.0297283
n	0.4956325	0.270796366667	0.0276195433333	0.0250863783333	0.0692759633333	0.111588766667
ì	0.274479166667	0.436469455556	0.0415269811111	0.0303612927778	0.0863179544444	0.130845088889
c	0.207495388889	0.544249818519	0.0875234937037	0.0356819975926	0.0455643848148	0.0794853296297
h	0.157143862963	0.39891427284	0.212331497901	0.0949950658642	0.0483957949383	0.0882199098766
e	0.096169954321	0.223773757613	0.4100324993	0.120662388621	0.0511272983128	0.0982339699589
p	0.045283978107	0.114839985871	0.4184698331	0.18381682954	0.0866668994376	0.150921989986
u	0.020592069369	0.0477426286237	0.2919262777	0.33402594318	0.110723066479	0.194989663329
s	0.0105136997897	0.0207918228746	0.1993887259	0.365206647727	0.236979788826	0.16711922111
t	0.00510863326323	0.00893231762487	0.0900348086333	0.295626549242	0.465792929609	0.13450474037
a	0.00281437775441	0.00429712587496	0.0405061062111	0.196132683081	0.624467643203	0.13178224679
t	0.00157324991814	0.00226690662499	0.0176809520704	0.11740469436	0.695170214401	0.165904415597
ì	0.00110558063938	0.00156598020833	0.0107373840235	0.0804507314533	0.6819514048	0.224189471866
</S>	0.00109849031969	0.00151624510417	0.00973577201175	0.0555991657267	0.6759097024	0.256141235933
