 	voglio	che	Maria	viene	domani	</S>
t	0.719688	0.1267165	0.01034991	0.01896787	0.075965545	0.048312285
è	0.603817333333	0.217481833333	0.0131870033333	0.02115559	0.0838233483333	0.0605352616667
l	0.450260444444	0.302105277778	0.0983390677778	0.0182195633333	0.0689093161111	0.0621665872222
o	0.222846548148	0.442148092593	0.143335755926	0.0197091211111	0.0791587053704	0.0928016624074
e	0.115977316049	0.478346364198	0.159398651975	0.0211097737037	0.0813332017901	0.143834554136
M	0.0655860053497	0.347661121399	0.348776550658	0.0422290245679	0.0667077672634	0.129039684712
a	0.0420858017832	0.254911707133	0.410754183553	0.0645924415226	0.0533398224211	0.174316394904
r	0.0293673672611	0.242333235711	0.378056061184	0.0639480471742	0.066583640807	0.219711798301
ì	0.0215380557537	0.266264411904	0.446641353728	0.0581161490581	0.059104380269	0.148335532767
a	0.0176883519179	0.207216770635	0.516719451243	0.078816149686	0.0439714267563	0.135587777589
n	0.0118060939726	0.106997156878	0.496262483748	0.205681716562	0.0516527089188	0.127599959196
a	0.00947600799087	0.0632307189593	0.321981894583	0.283982238854	0.0894775696396	0.231851686399
r	0.00747094266362	0.0350110429864	0.172679698194	0.237929412951	0.272389856547	0.2745192288
t	0.00426096088787	0.0186266176621	0.106799699398	0.224438470984	0.399193618849	0.246680742933
i	0.00289178896262	0.0109683492207	0.0529640731327	0.171978123661	0.50927087295	0.251926580978
à	0.00143888498754	0.00482448974023	0.0228160810442	0.0831261745537	0.706947290983	0.180846860326
v	0.000945603995847	0.00584679324674	0.0249738770147	0.0684512581846	0.680873096994	0.218909620109
v	0.00103419366528	0.00729204108225	0.0272051923382	0.0759054193949	0.562391698998	0.32617187337
r	0.00195807455509	0.0103796236941	0.0285684641127	0.0826664397983	0.533200899666	0.343226624457
i	0.00253987818503	0.0102052012314	0.0271742180376	0.0726841132661	0.609900966555	0.277495541486
</S>	0.00237931909252	0.0058890406157	0.0173827040188	0.047813506633	0.683894483278	0.242640770743
