 	deve	che	entra	da	qui	</S>
è	0.6893365	0.12794725	0.0370249	0.05243854	0.060407455	0.03284503
n	0.455895833333	0.263062083333	0.103219866667	0.05685558	0.070904085	0.0500618433333
g	0.264070844444	0.320542694444	0.260114288889	0.0491300933333	0.0535071616667	0.0526340811111
h	0.142566514815	0.306511564815	0.401751762963	0.0628124977778	0.0449507205556	0.041406427037
i	0.082917271605	0.275107854938	0.519237920988	0.0560616659259	0.0328570735185	0.0338183090123
s	0.0524547572017	0.171683551646	0.579566306996	0.0982229219753	0.0297538578395	0.0683188696708
e	0.0455679524006	0.124893117215	0.545242102332	0.159934640658	0.0313341192798	0.0930284232236
n	0.0354329841335	0.097479572405	0.406973367444	0.275634213553	0.0641340730933	0.120345941075
a	0.0259272280445	0.066173024135	0.246712789148	0.425516071184	0.0812961243644	0.154374980358
m	0.0221321793482	0.0532728747117	0.175268263049	0.432263357061	0.161507808121	0.155555993453
b	0.0139685964494	0.0346154582372	0.142934087683	0.394607785687	0.264091602707	0.149782331151
i	0.0106495188165	0.0268172527457	0.105578162561	0.301827928562	0.396539200902	0.15858777705
a	0.0072672596055	0.0147455175819	0.049638154187	0.154649176187	0.565619400301	0.20808059235
p	0.00453012820183	0.00757630586063	0.026437984729	0.0911832253957	0.675448133434	0.19482419745
ò	0.00262417773394	0.00491791195354	0.0174857615763	0.0656028751319	0.756090711145	0.15327839915
t	0.00207625591131	0.00395012731785	0.0116538205254	0.0380144917106	0.760056570382	0.184248466383
t	0.00220022530377	0.00337420243928	0.0084913368418	0.0366152639035	0.686780523461	0.262538155461
ù	0.00371023510126	0.00551020414643	0.0149594756139	0.0511072213012	0.626232841154	0.298479718487
</S>	0.00458695255063	0.00690788707321	0.020968837807	0.0554232106506	0.627822920577	0.284289859244
