 	ora	che	loro	non	vengono	più	</S>
à	0.731263	0.0899104	0.034459255	0.031584285	0.037384445	0.041815605	0.033583335
r	0.525988666667	0.197148466667	0.093728585	0.039742495	0.044462015	0.0569833683333	0.0419465116667
t	0.323737888889	0.284665822222	0.225050195	0.0368455316667	0.0321812383333	0.0556552561111	0.0418641038889
e	0.17593962963	0.393380940741	0.247757731667	0.0417907772222	0.0277008461111	0.056641052037	0.0567892346296
k	0.101726009877	0.397908980247	0.312015243889	0.0482981590741	0.0217412153704	0.0539699173457	0.0643406448765
a	0.0597420032923	0.312090993416	0.403916747963	0.056007186358	0.0191087051235	0.0559990057819	0.0931352482922
c	0.0418238344308	0.272752664472	0.395491915988	0.100176395453	0.0298996350412	0.055748068594	0.104107216097
ì	0.0294513781436	0.210644221491	0.469815971996	0.147896465151	0.0365503450137	0.0385057895313	0.067135938699
n	0.0306083927145	0.19175507383	0.494301657332	0.13240615505	0.0310680816712	0.0433366965104	0.0765243795663
i	0.0262223642382	0.14443662461	0.375243885777	0.25852571835	0.0614403605571	0.0499848988368	0.0841465931888
e	0.0207876547461	0.0751476082033	0.233807295259	0.440187572783	0.127394786852	0.0394237329456	0.0632515977296
n	0.017011351582	0.0573001360678	0.216699765086	0.383818524261	0.180452262284	0.0554512776485	0.0892667992432
è	0.012408917194	0.0507651453559	0.177373655029	0.305295174754	0.256380754095	0.0598780925495	0.137898599748
r	0.010071922398	0.0326867817853	0.12005528501	0.297486391585	0.288317584698	0.0752758308498	0.176106866583
k	0.012089757466	0.0251260605951	0.113077828337	0.288379130528	0.227441528233	0.12653927695	0.207346955528
o	0.0143835524887	0.0215944535317	0.075356342779	0.226316810176	0.173504176078	0.24692442565	0.241920651843
t	0.0137449174962	0.0188878178439	0.0523143809263	0.138631370059	0.143771058693	0.320573475217	0.312077550614
t	0.0129426391654	0.0175431726146	0.0456341936421	0.108722756686	0.121518686231	0.333009158406	0.360629850205
e	0.0090610197218	0.0120887142049	0.030402951214	0.0671535188953	0.0818753287437	0.436703052802	0.362715616735
p	0.0043291442406	0.0059177480683	0.015582783738	0.0327209062984	0.0496341429146	0.628772684267	0.263042605578
l	0.00549761241353	0.0063545693561	0.0122468745793	0.0275300687661	0.0528515476382	0.665261228089	0.230257935193
è	0.00660873080451	0.00756048978537	0.0125441248598	0.027808922922	0.0489747492127	0.625178742696	0.271323978398
o	0.00553914693484	0.00562313326179	0.0104105549533	0.0237713743073	0.0356034164042	0.681546914232	0.237504992799
</S>	0.00639753846742	0.0052393216309	0.00873064747665	0.0217314371537	0.0319154582021	0.693283457116	0.232701496399
