 	non	ci	dimentichiamo	mai	</S>
e	0.906086	0.04255395	0.007461325	0.01749159	0.02640705
n	0.651827	0.237381016667	0.0103460383333	0.0265365633333	0.07390915
è	0.433717333333	0.451906338889	0.0100325327778	0.0261040877778	0.07823953
n	0.356810111111	0.484050446296	0.0265420975926	0.0276130959259	0.104984323333
a	0.204804303704	0.568122148765	0.0495402325309	0.046303398642	0.131230207778
a	0.116091967901	0.543660382922	0.13560617751	0.0668476995473	0.137793835926
l	0.0656878393003	0.319181227641	0.341136725837	0.0743709331824	0.199623278642
l	0.0319731631001	0.151294109214	0.454719241946	0.0888344443941	0.273179092881
i	0.0220435543667	0.0732927364047	0.464530747315	0.128801481465	0.311331364294
m	0.0131191947889	0.0380660121349	0.447851915772	0.180036493822	0.320926454765
o	0.00871856826297	0.0217938373783	0.351036305257	0.215475164607	0.402976151588
n	0.00621685608766	0.0134801657928	0.306968435086	0.249159721536	0.424174383863
i	0.00549176536255	0.0102896952643	0.251791811695	0.308910907179	0.423515127954
s	0.00513761512085	0.0073456850881	0.150863870565	0.399554635726	0.437097709318
t	0.00304324504028	0.00465756169603	0.103809956855	0.479390211909	0.409098903106
ù	0.00241066834676	0.00487150056534	0.0848706189517	0.541916070636	0.365930967702
m	0.00392904611559	0.00950704685511	0.139909106317	0.484118023545	0.362536655901
e	0.00763980537186	0.012284082285	0.139692568772	0.429915007848	0.410468551967
s	0.00774206179062	0.00851858076167	0.0676363562573	0.495147335949	0.420955517322
t	0.00486485393021	0.00522031025389	0.0433647854191	0.55840377865	0.388146172441
a	0.00579269131007	0.00618281341796	0.0378134618064	0.54766325955	0.402547724147
m	0.00550443377002	0.00780434113932	0.0968023206021	0.503706086517	0.386182574716
à	0.00370015792334	0.00705316037977	0.122971540201	0.509381695506	0.356893191572
i	0.00590651264111	0.00774607679326	0.0740215134003	0.475718898502	0.436607063857
</S>	0.00790823132056	0.00915793839663	0.0543706067001	0.441791949251	0.486771531928
