 	non	mi	aspetti	che	non	vengo	</S>
m	0.5014621	0.05713725	0.03735145	0.009308735	0.024040925	0.03732192	0.33337766
ì	0.2879061	0.239174583333	0.0623839166667	0.0122638783333	0.0263879416667	0.03782133	0.33406202
m	0.198534533333	0.302790994444	0.113029238889	0.0489225594444	0.0262468472222	0.0335647	0.276910806667
e	0.0874452777777	0.286376464815	0.23568307963	0.0698920531481	0.0259041157407	0.0360212666667	0.258677368889
m	0.0482854259259	0.269513921605	0.235275859877	0.100574551049	0.0434627052469	0.0581305888889	0.244756556296
ì	0.032590808642	0.162466073868	0.196868786626	0.246788517016	0.0530586350823	0.062911522963	0.245315285432
n	0.0524018695473	0.153392024623	0.217604595542	0.327362505672	0.0442007450274	0.043104234321	0.161933861811
e	0.0585252565158	0.108941974874	0.142280965181	0.317081168557	0.107142948342	0.083144478107	0.18288328727
k	0.0328152521719	0.0642178582913	0.0891702550603	0.295530722852	0.156562316114	0.144384492702	0.217318762423
a	0.0260129840573	0.0447045194304	0.0637301850201	0.193769974284	0.181245438705	0.149652164234	0.340884254141
e	0.0232043613524	0.0320712731435	0.03916382834	0.100973058095	0.241882479568	0.147743388078	0.414961418047
n	0.0144525771175	0.0205392077145	0.02858064278	0.079940019365	0.267853159856	0.250799796026	0.337834139349
è	0.0117390823725	0.0178857192382	0.0230749475933	0.066703706455	0.252542719952	0.288588598675	0.339464713116
r	0.0115081807908	0.0167806230794	0.0183231491978	0.0452724688183	0.287316573317	0.235223866225	0.385574904372
k	0.0072440102636	0.0105184476931	0.0137072497326	0.0389644562728	0.313231191106	0.229688288742	0.386646301457
u	0.0161391334212	0.0178800725644	0.0202272832442	0.0452611854243	0.276488397035	0.238869096247	0.385135100486
m	0.0202821478071	0.0237659241881	0.0247522944147	0.0493820284748	0.286252799012	0.276884032082	0.318681033495
e	0.0164541859357	0.020640341396	0.0211057981382	0.0465451428249	0.280252266337	0.287290010694	0.327712344498
</S>	0.0182944929679	0.020902520698	0.0206830990691	0.0458317214124	0.249749633169	0.265459505347	0.379079172249
