 	le	ragazze	vogliono	guardate	</S>
t	0.8691645	0.04653925	0.024505175	0.02267768	0.03711358
a	0.7815055	0.07608415	0.0371205583333	0.0393975266667	0.0658924933333
k	0.546536166667	0.22554405	0.0488231194444	0.0457402422222	0.133356464444
o	0.370182722222	0.332918683333	0.0524784398148	0.0512353474074	0.193184488148
r	0.309682574074	0.349938227778	0.0791014466049	0.0561256824691	0.205151829383
à	0.215396858025	0.492965409259	0.0941419822016	0.0440001941564	0.153495776461
s	0.164897586008	0.520849469753	0.0812479940672	0.0636889980521	0.169316092154
i	0.133847495336	0.440757489918	0.139674164689	0.089840032684	0.195880364051
a	0.145501831779	0.363881829973	0.20233738823	0.123860710895	0.164417454684
t	0.110713743926	0.233566276658	0.189872796077	0.171061570298	0.294785151561
è	0.0802830479753	0.156301425553	0.203165598692	0.152560023433	0.407689717187
l	0.0680473159918	0.132036808518	0.244984532897	0.123348174478	0.431582905729
o	0.0620212386639	0.111050936173	0.200867744299	0.179745724826	0.44631430191
n	0.058961412888	0.108404312058	0.188313814766	0.190008074942	0.45431243397
e	0.045059804296	0.0922829373527	0.170251704922	0.211170191647	0.48123547799
k	0.0384482347653	0.0704126457842	0.170211334974	0.263563063882	0.457364825997
a	0.0330877782551	0.0607393819281	0.168770411658	0.243165354627	0.494237275332
n	0.0304383594184	0.0390998606427	0.127463437219	0.287737784876	0.515260758444
o	0.0246141531395	0.0296501868809	0.11700754574	0.301875594959	0.526852586148
n	0.0220683477132	0.0226147922936	0.08058754858	0.35622219832	0.518507195383
i	0.0165322792377	0.0165183607645	0.06624258286	0.419001066107	0.481705731794
m	0.0147871764126	0.0217240535882	0.107135960953	0.430434355369	0.425918577265
m	0.00902304213753	0.0211145845294	0.121112886984	0.466662118456	0.382087525755
è	0.00620335737918	0.0125374481765	0.0604293756613	0.494179372819	0.426650508585
n	0.0110102291264	0.0119821027255	0.0349239385538	0.492398124273	0.449685836195
a	0.0151087430421	0.0132002575752	0.0396738128513	0.506298374758	0.425718945398
</S>	0.0134543215211	0.0111196637876	0.0446957064257	0.550424187379	0.380305972699
