 	non	sono	ancora	vestita	</S>
e	0.8500315	0.08739625	0.01106522	0.01702978	0.03447765
n	0.605387166667	0.24014275	0.0278072066667	0.0273350266667	0.0993280166667
ì	0.345573388889	0.487081916667	0.0359877022222	0.0255840088889	0.105772772222
m	0.20323492963	0.453093972222	0.0679232007407	0.035184302963	0.240563357407
e	0.10142184321	0.383539990741	0.16488773358	0.0525485676543	0.297601619136
a	0.0771127477367	0.35645666358	0.35586357786	0.0589137225514	0.151653039712
n	0.0523922159122	0.198183221193	0.499724525953	0.0629510075171	0.186748679904
k	0.0319268053041	0.112556207064	0.432695175318	0.0814115691724	0.341409893301
ò	0.0275833351014	0.071606635688	0.389490725106	0.124611189724	0.386707964434
r	0.0401993450338	0.104201311896	0.371868575035	0.175320396575	0.308410321478
a	0.0510626483446	0.106907337299	0.240964891678	0.254281798858	0.346783107159
e	0.0403033161149	0.0580756457663	0.127708463893	0.386671266286	0.38724103572
n	0.0236986420383	0.0337408485888	0.117175954631	0.444938755429	0.380445678573
d	0.0121923640128	0.0196553828629	0.105668551544	0.424580918476	0.437902892858
i	0.0125338346709	0.0163561609543	0.0623829171813	0.413884306159	0.494843297619
m	0.0103880582236	0.0147961269848	0.0900644723938	0.442859435386	0.44189243254
è	0.00687019607453	0.0103226023283	0.0882355907979	0.489494478462	0.405077477513
n	0.00549238869151	0.00745292410943	0.041336130266	0.475711826154	0.470007159171
i	0.00888432289717	0.0114516113698	0.0327977100887	0.445796608718	0.50107038639
</S>	0.0138743614486	0.0167493056849	0.0342571050443	0.435156804359	0.499963193195
