 	il	lenzuolo	vuole	lavato	</S>
o	0.8315415	0.11536795	0.00777557	0.02564119	0.01967397
p	0.537366466667	0.33982965	0.02197009	0.04770063	0.0531332566667
l	0.257138455556	0.56433155	0.03302693	0.0693366433333	0.0761665522222
a	0.192470151852	0.602686516667	0.0277426766667	0.0904788144444	0.0866219840741
ù	0.152094217284	0.618727505556	0.0671175588889	0.0805516714815	0.081508961358
n	0.0917833057613	0.505216501852	0.163638186296	0.0619340238272	0.177427620453
a	0.0638811352538	0.331573833951	0.296344395432	0.0801974079424	0.228002873484
t	0.0538543450846	0.219632977984	0.327553798477	0.113595802647	0.285362624495
è	0.0405355150282	0.137178692661	0.374503932826	0.115645267549	0.332136208165
l	0.0313818050094	0.12037256422	0.392725977609	0.125802422516	0.329717069388
i	0.0237980016698	0.0908298214067	0.235675059203	0.295737474172	0.353959356463
p	0.0168890438899	0.0549931738022	0.128269886401	0.540343158057	0.259504452154
l	0.01529302463	0.0372694579341	0.0879930288003	0.570263052686	0.289181150718
i	0.0179688415433	0.0297951193114	0.0559057429334	0.504795350895	0.391534716906
m	0.0110116838478	0.0170465931038	0.0368404476445	0.597167116965	0.337933905635
è	0.00585862794927	0.0119112177013	0.0290918825482	0.726544372322	0.226593635212
n	0.00412178931642	0.00818557923377	0.0175208808494	0.736515124107	0.233656545071
o	0.00682264643881	0.00819533307792	0.0142789469498	0.662844041369	0.307858848357
</S>	0.0105475732194	0.011128566539	0.0149000734749	0.620098520684	0.343324924179
