 	vuole	vuole	mangiato	caldo	</S>
t	0.844704	0.10157985	0.00777022	0.024392085	0.02155434
è	0.664978	0.262182616667	0.01314204	0.0360589283333	0.0236386133333
l	0.420197666667	0.402940538889	0.0456428133333	0.0423751094444	0.0888438711111
i	0.231760888889	0.517556512963	0.0684655377778	0.0591064364815	0.123110557037
t	0.14420112963	0.461805170988	0.170282779259	0.0822221454938	0.141488452346
è	0.0998355765433	0.307598390329	0.369051593086	0.0744518151646	0.149062384115
l	0.0643256588478	0.25545113011	0.405516864362	0.0621550383882	0.212551361372
i	0.0368693196159	0.15502924337	0.466399288121	0.0998983461294	0.241803987124
f	0.0234071032053	0.0768173144567	0.57785709604	0.11744494871	0.204473529041
a	0.0193370310684	0.0509614048189	0.444783365347	0.245735816237	0.239182176347
m	0.0173612603561	0.038776768273	0.360285121782	0.328248605412	0.255328392116
è	0.0134957367854	0.028930656091	0.328240373927	0.326966201804	0.302367464039
n	0.0122448222618	0.0242778520303	0.191104691309	0.318203067268	0.454169821346
o	0.0292610174206	0.0343192840101	0.124497797103	0.290078022423	0.521843940449
t	0.0343295358069	0.0336406980034	0.090263465701	0.370341340808	0.47142498015
r	0.0156849586023	0.0152944126678	0.052536288567	0.432917446936	0.483566993383
e	0.0131336362008	0.0126754475559	0.0382981628557	0.453172482312	0.482720331128
m	0.0107107987336	0.0117112091853	0.0756901876186	0.492038494104	0.409849443709
m	0.00501432624453	0.00830981972843	0.112430729206	0.536183164701	0.338062147903
ò	0.00634004874818	0.00879146324281	0.0872811430687	0.5254100549	0.372177382634
</S>	0.00912247437409	0.0101799816214	0.0666204215343	0.50931452745	0.404762691317
