 	che	non	li	aspetiamo	</S>
n	0.86465137	0.0852750145	0.0140247135	0.01699853625	0.0190504455
a	0.62402759	0.2791988215	0.0537207045	0.0186225375833	0.0244303855
m	0.378636856667	0.374592083833	0.120101784833	0.0340187348611	0.0926505718333
i	0.306271972222	0.307527101278	0.214033214944	0.047277446287	0.124890293944
t	0.201038560074	0.235721557093	0.422169014981	0.0448929627623	0.096177926648
u	0.139299709358	0.172909875698	0.539099738327	0.0533031855874	0.095387494216
s	0.113667687453	0.133055091233	0.507851249442	0.122893709862	0.122532258072
m	0.063826318151	0.064122167411	0.352543978481	0.171015353287	0.348492176024
ì	0.205637177384	0.092175420137	0.14955374816	0.131388194429	0.421245465341
n	0.304514779128	0.142772133379	0.168473589387	0.141884531476	0.242354965114
o	0.184392024043	0.12707237646	0.194684504796	0.313655417159	0.180195668371
m	0.0777781138277	0.0723321391333	0.103237218732	0.51516292572	0.23148962279
e	0.0296813824226	0.0348044546911	0.0754397633773	0.47609591524	0.383978497597
</S>	0.0204054657113	0.0333488973456	0.0972235041887	0.36652916762	0.482492948798
