 	deve	che	entra	da	qui	</S>
è	0.822002125	0.1268357635	0.00543646675	0.012041877	0.0167129585	0.0169708015
n	0.586670758333	0.3348406745	0.00679357841667	0.0214307263333	0.0244959668333	0.0257683065
g	0.441519766111	0.385339484833	0.0126618894722	0.0508630937778	0.0507078572778	0.0589079155
h	0.375466168704	0.420698321611	0.0290170821574	0.0560576875926	0.0542805904259	0.0644801328333
i	0.189937152435	0.485545607204	0.232518822719	0.0345609578642	0.0263367448086	0.0311006896111
s	0.066461541345	0.409328355735	0.42326051424	0.0456465382881	0.0261259642695	0.0291770942037
e	0.0252071243483	0.327793651912	0.497994861413	0.080815846096	0.0299807224232	0.0382077780679
n	0.0108263739161	0.171640259304	0.404182090471	0.298420547032	0.0651743958077	0.049756259356
a	0.00606425987203	0.101667318435	0.23752411349	0.469773049011	0.114055688603	0.0709155211187
m	0.00431266623401	0.069713305245	0.161218533597	0.453523943004	0.223361889534	0.0878696650396
b	0.00566224135467	0.0465231808483	0.072933510299	0.325983597668	0.271938813178	0.27695866168
i	0.00784114798489	0.0719624349494	0.172432303433	0.186194939223	0.213570081059	0.347999059227
a	0.0045387757283	0.0608201346498	0.199906225811	0.152378931741	0.374125380353	0.208230515076
p	0.00167060993943	0.0232562689966	0.0787211991137	0.084495832247	0.572880046784	0.238976038359
ò	0.000878895286477	0.00969377694553	0.0267253191146	0.0529186304157	0.653688268928	0.256095109453
t	0.000709232172159	0.00514619221851	0.00937160981153	0.0416697967052	0.711043556309	0.232059623151
t	0.00041220745072	0.00187788852284	0.00360305677718	0.0373259621351	0.733668085436	0.22311280105
ù	0.00079508681024	0.000875226827613	0.00224452642573	0.0395021243784	0.574634991812	0.381948017017
</S>	0.00130608820512	0.000590480323807	0.00209501901286	0.0287068526892	0.400737290906	0.566564243508
