 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a	0.630115285	0.1254647775	0.025143178	0.021508387	0.021050786	0.0181946195	0.019026754	0.0189771295	0.0189902115	0.01896450325	0.0190299875	0.0190589095	0.0242294745	0.0202459775
p	0.445686728333	0.2448780825	0.0213848179333	0.030776079	0.0205869016667	0.0171984711667	0.0277699496667	0.0265026488333	0.0268101191667	0.0240146810833	0.0275552445	0.0273739405	0.0311193325	0.0283429811667
e	0.290085019444	0.348727034167	0.0343340295778	0.038614692	0.0276125798889	0.0180673250556	0.0314750995556	0.0298069606111	0.0302072100556	0.0265052443611	0.0311712108333	0.0308981411667	0.0313491725	0.0311462707222
t	0.173594889815	0.421986078056	0.0387337283259	0.0498590773333	0.032522705963	0.0170295046852	0.0356933048519	0.0332584638704	0.0338568796852	0.025723477787	0.0347658386111	0.0348708767222	0.0335850995	0.0345200992407
à	0.0968002212717	0.439925159352	0.0424310579086	0.0798336257778	0.0247301989877	0.00953683846173	0.0428068829506	0.0361795606235	0.0376427148951	0.0313613785957	0.0416944272037	0.0402972962407	0.0380553111667	0.0387053587469
c	0.0748941494239	0.428757846451	0.0431868439029	0.0869039945926	0.0199423129959	0.00616672905391	0.0604792963169	0.0290718088745	0.0319199632984	0.0534229798652	0.0611299810679	0.0397589820802	0.0300382672222	0.0343268625823
i	0.0462734801413	0.309555094484	0.145123085901	0.119405284198	0.102972636665	0.00650710201797	0.0547840267723	0.0189147109582	0.0214237102661	0.0488450842884	0.0558467101893	0.0294444430267	0.0172172699074	0.0236873818608
a	0.0214387099804	0.110822375728	0.291240868634	0.211055864733	0.218270262222	0.00811086433932	0.0241675182574	0.0114313019861	0.0122684932554	0.0213069549628	0.0237206743631	0.0149680142756	0.0174371936358	0.0137609286203
e	0.0078294334168	0.0373455714427	0.241152986211	0.266881491578	0.272283014074	0.0179359101131	0.0211420284191	0.0115482509954	0.0118059354185	0.0114889344209	0.0149843202544	0.0133429660252	0.0523016522119	0.0199575118734
t	0.00297413832893	0.0126332665476	0.122671681404	0.286375033859	0.322740911358	0.0201268096044	0.0379409331397	0.0211710243318	0.0214339394728	0.0086114732403	0.0145930384181	0.0227206940084	0.0764166287373	0.0295903966245
o	0.00206343607631	0.00444435815587	0.108119089801	0.260207037953	0.310564517119	0.0389648011015	0.0542670970466	0.0273257887773	0.0275754064909	0.0117439272801	0.0173729701394	0.0282124150028	0.0727077462458	0.0364313602082
s	0.0016094424621	0.00187166465862	0.0973274769337	0.185585292651	0.194445645706	0.0453504126005	0.0939412656822	0.0429785309258	0.0412606668303	0.0207310274267	0.0229642207131	0.0557058303343	0.138743588749	0.0574849000694
ò	0.0008899168107	0.00102663041954	0.0391675866446	0.11742718755	0.0809863967353	0.0319778964335	0.249049621894	0.0441779436419	0.0427855376101	0.0514847831422	0.047992317571	0.0741335821114	0.14883996625	0.0700605966898
z	0.000584200431567	0.00065293669318	0.0165261948815	0.10162008585	0.0657689037451	0.0269615441112	0.420972973965	0.0258589675473	0.0282875985367	0.0611984770474	0.068445113857	0.0570982827038	0.0736670904167	0.0523575902299
u	0.000245652295189	0.00043659957106	0.0169575142938	0.08238395295	0.0691829265817	0.137425768337	0.425008884655	0.0252578448491	0.0274402628456	0.0330734063491	0.0482681639523	0.0386482925679	0.0604077218056	0.03526302141
m	0.000148622065063	0.000485183323687	0.0154363960813	0.03642904465	0.0416654055272	0.180189123779	0.314243431552	0.0577198896164	0.0615655222819	0.0186630561164	0.0290910789841	0.062020995856	0.114880790602	0.0674614971367
e	0.000110845491688	0.000507608401229	0.0104805693438	0.01761047855	0.0301396465091	0.160547425593	0.262913153851	0.0882861685388	0.092995344094	0.0133204762388	0.0234903596614	0.074258039952	0.139365956867	0.0859739377122
e	8.67369822293e-05	0.000223083977076	0.0087700779346	0.00890649065	0.0205797788364	0.176651948531	0.19940269895	0.15697692618	0.154651148031	0.0088335172796	0.0148137550871	0.052756267984	0.126090475622	0.0712571179041
s	5.93508257431e-05	0.000153076015692	0.00311776051153	0.00353015836	0.0082654944788	0.10106443951	0.122875539317	0.25089510206	0.214122892677	0.0101159650932	0.00939329772903	0.046882975328	0.165789005207	0.0637349993014
ò	7.11102739144e-05	0.000138854003564	0.00119105962718	0.00219341113	0.00416487522627	0.0504688265033	0.111178998439	0.254856140687	0.234543887559	0.0350790393644	0.0288572620763	0.059510332776	0.148057735736	0.0696885211005
z	6.60355989715e-05	0.000219619772855	0.000449538525727	0.00173010601	0.00280996714209	0.0239098545011	0.13935590948	0.248028586896	0.290606639186	0.0479846737881	0.0357674056921	0.068742054592	0.076321755912	0.0640078917002
u	6.33850486572e-05	0.000237539684285	0.000243636885242	0.00084149458	0.00251019724736	0.019888897167	0.119285622727	0.298448248965	0.339569746395	0.030420781596	0.0153603908974	0.055124806864	0.0757037236373	0.0423015745667
n	6.16220192191e-05	0.000165684104762	0.000162283670081	0.000395203322	0.00173636864912	0.017178050889	0.047440765809	0.350423192988	0.327917762132	0.030361292532	0.0064641010658	0.0457004966213	0.117208156212	0.0547850421889
f	4.18443114064e-05	0.000250662418254	6.57756123603e-05	0.000268990099333	0.000778950026373	0.00829493382967	0.0232449421363	0.348367800996	0.280230844044	0.029467750844	0.00326325792193	0.0728746898738	0.152546205404	0.0803033457296
à	9.03045591355e-05	0.000927244906085	4.09898227868e-05	0.000700443239778	0.00242343675212	0.00772553464322	0.0189517439121	0.303006586999	0.216471328015	0.047389947948	0.016596242774	0.102260846625	0.186202381801	0.0972129869099
i	0.000113011944378	0.00121705253536	3.32402432623e-05	0.000928051959926	0.00291962912737	0.00668824871441	0.0180614417707	0.264695149	0.204888239338	0.0908036759827	0.0213545168247	0.0897747622083	0.153847018934	0.144675992303
o	8.90951794593e-05	0.00076937074512	2.38093364208e-05	0.000630555856642	0.00135731071912	0.0036333553048	0.00745462059023	0.250975376333	0.205550156446	0.0936516786609	0.00866508144157	0.0926386007361	0.140618371311	0.193942644101
g	6.74248848198e-05	0.000691627131707	2.08553488069e-05	0.000353891862214	0.000781791346373	0.00247226166827	0.00440629039674	0.184381337111	0.137175505482	0.132309169554	0.00529674374719	0.0833008655787	0.217998997104	0.2307432447
e	0.000242013273273	0.000682666460569	7.04559619356e-05	0.000318853930738	0.000935747888791	0.00471672988942	0.00318501476558	0.145311020704	0.093722170494	0.126377279518	0.00352779763573	0.11101787386	0.306663292368	0.203229088233
l	0.000390769691091	0.00122718945352	8.53148279785e-05	0.000311457713579	0.00094730771293	0.00528319902647	0.00310070888853	0.117105244235	0.0667548211647	0.258747709506	0.00973557993191	0.151150751287	0.250088914123	0.135071056078
à	0.000299870590364	0.00198648278451	4.37484333262e-05	0.00058644081786	0.000487671720977	0.00211230984882	0.00355650669618	0.059530720745	0.0393887510549	0.313912907502	0.014319119644	0.270129543762	0.158247161374	0.135398782026
o	0.000346389023455	0.0027338496615	3.44167991087e-05	0.00101563973929	0.000381568476992	0.00102674950294	0.00213357266539	0.055666768915	0.0309007870183	0.190815223501	0.012775785548	0.343898471254	0.142654083791	0.215616727342
