 	è	che	stanno	ancora	alzati	</S>
è	0.767571325	0.161079745	0.0235813725	0.0046292365	0.0272230531	0.015915253
n	0.571506725	0.357323715	0.0323317585	0.00533791783333	0.0118772531	0.0216225743333
a	0.306410649667	0.588749605	0.0551897195	0.0142364719444	0.0127823373667	0.0226311654444
s	0.139156850222	0.710224401667	0.0878154665	0.0232413989815	0.0164432021222	0.0231186551481
t	0.0769240604073	0.725025233889	0.114018602167	0.0224048776605	0.0148497523741	0.046777469716
a	0.0516820721358	0.528885047963	0.287437137389	0.0575068138868	0.0177698147914	0.0567190999053
s	0.0241920787119	0.289679342654	0.553512245796	0.0727592869623	0.0165371310971	0.0433198766351
ù	0.0197503562373	0.168467439218	0.699846115265	0.0621340246541	0.0093714893657	0.0404305802117
n	0.0199601284124	0.102347821406	0.770900238422	0.0689874735514	0.00579662755523	0.0320077290706
e	0.0113579919375	0.0690683661353	0.584692909474	0.290000853184	0.0186277384517	0.0262521093569
a	0.0062338862125	0.0313241721451	0.250977117825	0.597498614395	0.0676164428172	0.0463497237856
n	0.00257707633083	0.011240238355	0.0908438841083	0.733522401465	0.110122127606	0.0516942535952
k	0.00147899033694	0.00583212499167	0.0553931015361	0.649821170488	0.122374405869	0.165100220198
ò	0.00780067684565	0.0301835726639	0.168599893845	0.393707293496	0.16574781529	0.233960790066
r	0.00939075896855	0.0365174357546	0.191388267948	0.481925617832	0.156486491763	0.124291432355
a	0.00412532647618	0.0158797107849	0.079227778316	0.497536279277	0.330211097254	0.0730198031183
o	0.00277648259206	0.0092813014283	0.0353746814387	0.210176280426	0.507672649085	0.234718617706
r	0.00163668429735	0.00366045903277	0.0130287220862	0.0766599497753	0.618291136362	0.286723062569
t	0.00307623556578	0.00301000906759	0.0246533959687	0.0347528602251	0.579878045454	0.354629477523
ì	0.00345783378193	0.0031872473892	0.0336521829896	0.0281468324084	0.464403528485	0.467152372508
</S>	0.00196300728097	0.0022749812446	0.0246984429948	0.0264551327042	0.542759514243	0.401848906254
