 	deve	essere	bianco	</S>
è	0.86818895	0.059765195	0.0512562585	0.0207896245
n	0.809697416667	0.108838991667	0.0498162671667	0.0316473341667
a	0.552985585556	0.361100597222	0.0483268257222	0.0375869693889
è	0.264820135185	0.625219989074	0.0687728582407	0.041186972463
n	0.108973973562	0.674248286358	0.166902977747	0.0498747101543
e	0.053651261354	0.500135848786	0.351616535916	0.0945963213848
à	0.032545082518	0.244790911262	0.542915025305	0.179748963795
s	0.0119510807493	0.0966544074207	0.732281555102	0.159112949598
p	0.0043728774931	0.0456393344736	0.865642718367	0.0843450415327
r	0.00223998496437	0.0309114424912	0.643521762789	0.323326760511
o	0.00201665112146	0.0199370571637	0.317515937596	0.660530353504
</S>	0.00224585766073	0.0150983015819	0.234664358798	0.747991526752
