 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.809168825	0.1162972755	0.0122127135	0.0115123712	0.01130250935	0.0106295495	0.005450353	0.0116526905	0.01177377935
g	0.579285141667	0.2204626785	0.0129592281667	0.0384139050667	0.04015800145	0.0244905015	0.006215223	0.0375189935	0.0404963497833
e	0.358753207222	0.367760136167	0.0239011700556	0.0515623803556	0.0529353844833	0.0325661388333	0.0104079723333	0.0491373881667	0.0529762082611
n	0.202899987741	0.380997658722	0.0285950323519	0.0720983754519	0.0882805221611	0.0468461196111	0.0138066074444	0.0762999813889	0.0901756877537
i	0.11763700458	0.361030439574	0.0734766041173	0.0862267168173	0.102604877387	0.053689588537	0.0133515104815	0.0873557921296	0.104627471251
t	0.08935779286	0.316526688191	0.106485243039	0.0665534239391	0.112182685796	0.0694341248457	0.0159784988272	0.0862492023765	0.137232342417
ò	0.0477835969533	0.306721364397	0.0924831813463	0.0884161979797	0.129888073599	0.0668864049486	0.0135998174757	0.0945644487922	0.159656890806
r	0.0386255756511	0.391070971466	0.0848995634488	0.15139638266	0.111557402866	0.0356181956495	0.0123014983586	0.0676522549307	0.106878143602
u	0.0296975298837	0.289508100489	0.20680948215	0.21868208422	0.0935302822887	0.0366651425498	0.0113107535195	0.0431370366436	0.0706595568673
e	0.0144645841946	0.14084205783	0.338840387383	0.294348518073	0.0894331587629	0.0593346241833	0.00692221477317	0.0238728685479	0.0319415396224
n	0.00517087263153	0.05395585021	0.242995841128	0.309764682691	0.164443846254	0.159572638061	0.00822582812439	0.027954981516	0.0279154548741
è	0.00424659161051	0.0288212500033	0.108190346376	0.286910930897	0.314282505418	0.17500154702	0.0124656793748	0.0364673938387	0.0336137716247
n	0.00368153024184	0.0198766512744	0.044268054692	0.317556643632	0.435984501806	0.10419550334	0.0154185354583	0.0293124986129	0.0297060975416
u	0.00147433738561	0.0089270073648	0.0381531267973	0.263215469877	0.461626960602	0.134937024447	0.0401833624861	0.0275363185376	0.0239464121805
s	0.000738213577203	0.00517054658427	0.0359959547991	0.162041498626	0.481398193534	0.205386144816	0.054976694162	0.0337648911792	0.0205278427268
a	0.000457593607734	0.00226430612409	0.021003265133	0.102953262875	0.415224744511	0.248008108272	0.115465908054	0.0593296387264	0.0352931402423
l	0.000377969798245	0.00132095495603	0.0160286977443	0.050920851625	0.347202434837	0.236296436091	0.196105346018	0.0873540912421	0.0643931880808
l	0.000147432206548	0.00051851678001	0.00655482969143	0.031375967875	0.377010698279	0.16419910103	0.190673528673	0.111154440414	0.11836545736
i	0.000157801633649	0.000623736473337	0.00361384444048	0.023280602625	0.280759526093	0.0964536226767	0.132662219558	0.303916583471	0.158532065787
m	0.000179336237883	0.000672163721112	0.00254142349349	0.012540399775	0.125794595364	0.0585872652256	0.201079129853	0.34424617449	0.254359525262
o	0.000368311352628	0.000648388337037	0.00661177237783	0.00879772349167	0.0733267351213	0.0704062294085	0.257405519951	0.301058488163	0.281376831754
n	0.000570190017543	0.000617594922346	0.00799422365928	0.00715861993056	0.0489109163738	0.0706524424695	0.20607336665	0.363130386054	0.294892227251
ì	0.000363037175181	0.000235854549949	0.00287803742976	0.00308875929352	0.0211619403246	0.0257847501565	0.142256934217	0.496830382018	0.307400252417
s	0.00020910890106	0.000119478402483	0.00154060255325	0.00129309227317	0.0083892983282	0.0109570231855	0.0925037934057	0.625693040673	0.259294530806
o	0.000175080543687	8.95930964943e-05	0.00116202630108	0.00058396569639	0.00327674106273	0.00582511469517	0.0739326034686	0.668102213558	0.246852636935
m	0.000135355314562	0.000173410681165	0.000643399057027	0.000677531878797	0.00344849228758	0.00476285466506	0.0397055891562	0.664724291186	0.285729052312
e	0.000221686591521	0.000215310285055	0.000645304225676	0.000874198159599	0.00381354506253	0.00845897582169	0.0328781870521	0.647314883729	0.305577917437
m	0.000352317800507	0.000459051513018	0.000769212408559	0.0008841143032	0.00242476852084	0.00903835524056	0.0834861540174	0.53549883791	0.367087205812
a	0.000604993646836	0.000574066017673	0.000988697302853	0.0013630925844	0.00327003704028	0.0140555643802	0.104983495672	0.422571742637	0.451588308604
i	0.000628619815612	0.000268535312558	0.000800514550951	0.00123239647813	0.00317829455343	0.0153217149601	0.0455669247573	0.406520654212	0.526482342868
</S>	0.000445345857806	0.000162851496279	0.000418020250475	0.000651294514065	0.00175040058671	0.00800142123005	0.0237164001786	0.332064357106	0.632789921434
