 	si	è	rotta	la	coppa	</S>
e	0.56957244	0.2650924015	0.1085462105	0.01908549175	0.0202736885	0.0174297832
g	0.2638781855	0.307191927167	0.257183420167	0.04042329225	0.1066127655	0.0247104184
l	0.096594387	0.211989065722	0.457266630056	0.0588694940833	0.142478922833	0.0328014938
à	0.04073581	0.135876975241	0.494485093352	0.192695938028	0.0967038952777	0.0395022656
s	0.0164643148333	0.061307580747	0.391300871117	0.375647549343	0.119322268426	0.0359573762
t	0.00977222844443	0.034315144249	0.312149760372	0.410163199781	0.180106292809	0.0534933287333
i	0.00776802848148	0.0236052914163	0.192380387457	0.55459873326	0.15318967827	0.0684578662444
e	0.00419372722716	0.0126523534721	0.081092570819	0.661720077753	0.135970933423	0.104370335415
c	0.00214378465339	0.00606544595737	0.0340631041063	0.421204674918	0.424869264474	0.111653701805
ò	0.0010869638288	0.00249782451912	0.0118493670021	0.172657493306	0.729742874825	0.0821654706017
p	0.000755534512933	0.00115076212637	0.0044300951507	0.0798352074353	0.729128391608	0.184700016867
p	0.000343551617644	0.000504466933457	0.00168996862823	0.0365809454784	0.770662747203	0.190218303289
a	0.000308093635881	0.00123475974915	0.00154046320408	0.0212091998261	0.598940824734	0.376766632096
</S>	0.00036601299794	0.00215856902457	0.00218698675204	0.0207228979131	0.320146650867	0.654418866048
